链接,标题,日期,来源,精选日期,异常信息,记录时间
https://github.com/lijigang/ljg-skills,（https://github.com/lijigang/ljg-skills）,20260506,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Read timed out. (read timeout=10)",2026-05-07 12:16:47
https://github.com/alchaincyf/huashu-skills,（https://github.com/alchaincyf/huashu-skills）,20260506,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /alchaincyf/huashu-skills (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D277166E90>, 'Connection to github.com timed out. (connect timeout=10)'))",2026-05-07 12:16:47
https://github.com/freestylefly/canghe-skills,（https://github.com/freestylefly/canghe-skills）,20260506,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /freestylefly/canghe-skills (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D277166FD0>, 'Connection to github.com timed out. (connect timeout=10)'))",2026-05-07 12:16:47
https://github.com/kangarooking/kangarooking-skills,（https://github.com/kangarooking/kangarooking-skills）,20260506,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /kangarooking/kangarooking-skills (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D277166710>, 'Connection to github.com timed out. (connect timeout=10)'))",2026-05-07 12:16:47
https://github.com/lengyi2030/Auto-wechat-writing,（https://github.com/lengyi2030/Auto-wechat-writing）,20260506,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /lengyi2030/Auto-wechat-writing (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D277166D50>, 'Connection to github.com timed out. (connect timeout=10)'))",2026-05-07 12:16:47
https://github.com/KKKKhazix/khazix-skills,（https://github.com/KKKKhazix/khazix-skills）,20260506,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /KKKKhazix/khazix-skills (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D277166710>, 'Connection to github.com timed out. (connect timeout=10)'))",2026-05-07 12:16:47
https://github.com/larashero3-dotcom/soul.skill,（https://github.com/larashero3-dotcom/soul.skill）,20260506,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Read timed out. (read timeout=10)",2026-05-07 12:16:47
https://github.com/blockpanda/any2html,（https://github.com/blockpanda/any2html）,20260506,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /blockpanda/any2html (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D277166990>, 'Connection to github.com timed out. (connect timeout=10)'))",2026-05-07 12:16:47
https://github.com/joeseesun/qiaomu-info-card-designer,（https://github.com/joeseesun/qiaomu-info-card-designer）,20260506,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /joeseesun/qiaomu-info-card-designer (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D2771674D0>, 'Connection to github.com timed out. (connect timeout=10)'))",2026-05-07 12:16:47
https://github.com/op7418/guizang-ppt-skill,（https://github.com/op7418/guizang-ppt-skill）,20260506,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /op7418/guizang-ppt-skill (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D277167250>, 'Connection to github.com timed out. (connect timeout=10)'))",2026-05-07 12:16:47
https://github.com/pbakaus/impeccable,（https://github.com/pbakaus/impeccable）,20260506,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /pbakaus/impeccable (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D279198050>, 'Connection to github.com timed out. (connect timeout=10)'))",2026-05-07 12:16:47
https://github.com/xiaohuailabs/tacit-mining,（https://github.com/xiaohuailabs/tacit-mining）,20260506,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /xiaohuailabs/tacit-mining (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D279198B90>, 'Connection to github.com timed out. (connect timeout=10)'))",2026-05-07 12:16:47
https://github.com/kepano/obsidian-skills,（https://github.com/kepano/obsidian-skills）,20260506,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /kepano/obsidian-skills (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D279198CD0>, 'Connection to github.com timed out. (connect timeout=10)'))",2026-05-07 12:16:47
https://github.com/coffeefuelbump/csv-data-summarizer-claude-skill,（https://github.com/coffeefuelbump/csv-data-summarizer-claude-skill）,20260506,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /coffeefuelbump/csv-data-summarizer-claude-skill (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D279199310>, 'Connection to github.com timed out. (connect timeout=10)'))",2026-05-07 12:16:47
https://github.com/deusyu/translate-book,（https://github.com/deusyu/translate-book）,20260506,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /deusyu/translate-book (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D2791996D0>, 'Connection to github.com timed out. (connect timeout=10)'))",2026-05-07 12:16:47
