链接,标题,日期,星期,来源,精选日期,异常信息
https://waytoagi.feishu.cn/wiki/SlwowL5mDiSfWQkBGi4c2ILQnpg,AI音乐周刊 W.A 029,20260525,周一,飞书-通往AGI之路,20260525,
https://mp.weixin.qq.com/s/hkpQf569XckbadeTa8LAsA,AI音乐周刊 W.A 029,20260525,周一,微信-智音Brook,20260525,
https://huggingface.co/stabilityai/SAME-L,stabilityai/SAME-L · Hugging Face,20260520,周三,Web-Huggingface,20260525,
https://huggingface.co/papers/2605.18613,Paper page - SAME: A Semantically-Aligned Music Autoencoder,20260519,周二,Web-Huggingface,20260525,
https://ai.sony/blog/introducing-woosh-sony-ais-sound-effect-foundation-model,Introducing Woosh: Sony AI's Sound Effect Foundation Model - Sony AI,20260525,\,,20260525,未提取来源信息
https://share-eu1.hsforms.com/1cBrLVtosT7qN7qwVKjjdiQfjsd0,Form,20260525,\,,20260525,未提取来源信息
https://huggingface.co/collections/stabilityai/stable-audio-3,Stable Audio 3 - a stabilityai Collection,20260520,周三,Web-Huggingface,20260525,
https://arxiv.org/abs/2605.17991,Stable Audio 3,20260518,周一,Web-arxiv,20260525,
https://stability.ai/news-updates/meet-stable-audio-3-the-model-family-built-for-artistic-experimentation-with-open-weight-models?utm_source=multiple&utm_medium=press_release&utm_campaign=stable_audio_3_2026&utm_term=stable_audio_3_launch&utm_content=press_release,"Stable Audio 3.0, the model family built with open-weight models<br/> — Stability AI",20260525,\,,20260525,未提取来源信息
https://www.flowmusic.app/playlist/fb9cb29e-e2ee-43fc-92da-b1cab8498fc6,Salt in the Seats (Pop R&B Mix) by jcow,20260525,\,,20260525,未提取来源信息
https://www.mirelo.ai,Generate sound and music for your videos | Mirelo AI,20260525,\,,20260525,未提取来源信息
https://www.bilibili.com/video/BV1cNLb64Exk,【首发】国产首个编曲软件！华为音悦家完全体验！,20260521,周四,APP-哔哩哔哩,20260525,
https://www.lalal.ai/?utm_source=youtube&utm_medium=smm&utm_campaign=video,AI Vocal Remover & Instrumental Isolator | LALAL.AI,20260525,\,,20260525,未提取来源信息
https://arxiv.org/abs/2605.22717,Live Music Diffusion Models: Efficient Fine-Tuning and Post-Training of Interactive Diffusion Music Generators,20260521,周四,Web-arxiv,20260525,
https://stephenbrade.github.io/lmdm-public,（https://stephenbrade.github.io/lmdm-public/）,20260525,\,,20260525,未提取来源信息
https://github.com/ZacharyNovack/live-music-diffusion-models,GitHub - ZacharyNovack/live-music-diffusion-models · GitHub,20260525,\,Web-GitHub,20260525,
https://www.mureka.ai/mureka-desktop?source=popup,Mureka,20260525,\,,20260525,未提取来源信息
https://www.riffle.studio,make music on the web. with your people.,20260525,\,,20260525,未提取来源信息
https://arxiv.org/abs/2605.17181,MusicSynth: An Automated Pipeline for Generating Violin Fingerboard Animations from Sheet Music Using Optical Music Recognition,20260516,周六,Web-arxiv,20260525,
https://arxiv.org/abs/2605.18072,MusicDET: Zero-Shot AI-Generated Music Detection,20260518,周一,Web-arxiv,20260525,
https://arxiv.org/abs/2605.18175,Sonalyzer-Moz: A Framework for Analyzing the Structure of Mozart's Sonata Form,20260518,周一,Web-arxiv,20260525,
https://arxiv.org/abs/2605.18613,SAME: A Semantically-Aligned Music Autoencoder,20260518,周一,Web-arxiv,20260525,
https://arxiv.org/abs/2605.18749,WavFlow: Audio Generation in Waveform Space,20260518,周一,Web-arxiv,20260525,
https://arxiv.org/abs/2605.20014,Precise and Simple Audio-to-Score Alignment,20260519,周二,Web-arxiv,20260525,
https://arxiv.org/abs/2605.21081,Musical Attention Transformer: Music Generation Using a Music-Specific Attention Model,20260520,周三,Web-arxiv,20260525,
https://arxiv.org/abs/2605.21433,Instrumental Text-to-Music Generation with Auxiliary Conditioning Branches,20260520,周三,Web-arxiv,20260525,
https://x.com/HuggingPapers/status/2057115398202355926?s=20,JavaScript is not available.,20260525,\,Web-X,20260525,
https://x.com/SonyAI_global/status/2056418793258426415?s=20,JavaScript is not available.,20260525,\,Web-X,20260525,
https://www.msn.com/en-ca/lifestyle/shopping/splice-inks-responsible-ai-deal-with-elevenlabs/ar-AA23C9Ot?ocid=BingNewsSerp,MSN,20260525,\,,20260525,未提取来源信息
https://x.com/ednewtonrex/status/2057033996144431170?s=20,JavaScript is not available.,20260525,\,Web-X,20260525,
https://www.musicbusinessworldwide.com/suno-sued-by-poseidon-wave-media-an-entity-behind-indie-duo-the-american-dollar-claiming-it-nearly-eliminated-their-licensing-revenue,"Suno sued by Poseidon Wave Media, an entity behind indie duo The American Dollar, claiming it ‘nearly eliminated’ their licensing revenue - Music Business Worldwide",20260519,周二,Web_OT,20260525,
https://www.linkedin.com/posts/today-were-releasing-stable-audio-30-a-share-7462886612797063169-qJqN?utm_source=share&utm_medium=member_desktop&rcm=ACoAAEf4sYcB_7kwpHm7WTW6ML5ECD-H8EXZk8c,"Today we’re releasing Stable Audio 3.0, a family of four open-weight models trained on fully licensed data and built for artistic experimentation.  

Model capabilities include: 

📣 Ownership of… | Stability AI",20260525,\,,20260525,未提取来源信息
https://x.com/googleflowmusic/status/2056812279891722392?s=20,JavaScript is not available.,20260525,\,Web-X,20260525,
https://www.linkedin.com/posts/gayno_europe-ai-audio-these-three-spaces-have-ugcPost-7462481094974738433-3Ji3?utm_source=share&utm_medium=member_desktop&rcm=ACoAAEf4sYcB_7kwpHm7WTW6ML5ECD-H8EXZk8c,Mirelo SFX 1.6 Launches with Next-Gen AI Audio Capabilities | Thomas Gayno posted on the topic | LinkedIn,20260525,\,,20260525,未提取来源信息
https://baike.baidu.com/item/%E9%9F%B3%E6%82%A6%E5%AE%B6%20App/67836098,音悦家 App_百度百科,20260525,\,,20260525,未提取来源信息
https://news.qq.com/rain/a/20260520A06J7Q00,华为首款自研音乐编创软件“音悦家”亮相 覆盖200+乐器音色_腾讯新闻,20260520,周三,Web_OT,20260525,
https://www.musicbusinessworldwide.com/spotify-and-universal-music-group-strike-landmark-deal-to-let-fans-create-ai-covers-and-remixes-as-a-paid-premium-add-on,Spotify and Universal Music Group strike landmark deal to let fans create AI covers and remixes – as a paid Premium add-on - Music Business Worldwide,20260521,周四,Web_OT,20260525,
https://newsletter.waterandmusic.com/archive/a-scoop-on-udios-upcoming-app-starstruck,"A scoop on Udio's upcoming app, Starstruck",20260525,\,,20260525,未提取来源信息
https://x.com/ai_lalal/status/2057824077583200341?s=20,JavaScript is not available.,20260525,\,Web-X,20260525,
https://x.com/zacknovack/status/2057900962635976858?s=20,JavaScript is not available.,20260525,\,Web-X,20260525,
https://x.com/an5rag/status/2056394244596641931?s=20,JavaScript is not available.,20260525,\,Web-X,20260525,
https://mp.weixin.qq.com/s/qsdYCR4NGNs-xapUpa9aqw,我把我自己蒸馏成了老金决策.skill并开源了，它甚至教你落地搞钱！,20260525,周一,微信-老金带你玩AI,20260525,
https://waytoagi.feishu.cn/wiki/IugEwWJB1iOxpSk54zXcLF7NnCd,我把我自己蒸馏成了老金决策.skill并开源了，它甚至教你落地搞钱！,20260525,周一,飞书-通往AGI之路,20260525,
https://zenodo.org/records/18957649,403 Forbidden,20260525,\,,20260525,未提取来源信息
