链接,标题,日期,星期,来源,精选日期,异常信息
https://mp.weixin.qq.com/s/iS0nw3jgAQD73WLKyn_E4g,Nemos：面向 AI 应用的认知启发式分层稀疏记忆架构,20260615,周一,微信-AI替代人类,20260615,
https://waytoagi.feishu.cn/wiki/E2nYwKY10ifpOFkw2aycClKrneg,Nemos：面向 AI 应用的认知启发式分层稀疏记忆架构,20260615,周一,飞书-通往AGI之路,20260615,
https://waytoagi.feishu.cn/wiki/ETiKwJPg8i7tcEkeFMLcQUL1nAf,AI音乐周刊 W.A 032,20260615,周一,飞书-通往AGI之路,20260615,
https://mp.weixin.qq.com/s/TMPByVpH20_ZeLMwMSn2lg,AI音乐周刊 W.A 032,20260615,周一,微信-智音Brook,20260615,
https://moises.ai/products/integrations/fender-studio-pro,Bring Your Favorite Moises Features into Fender Studio Pro,20260615,\,,20260615,未提取来源信息
https://www.loudly.com/ai-song-mastering,AI Mastering | Release-Ready Masters | Loudly,20260615,\,,20260615,未提取来源信息
https://arxiv.org/abs/2606.03803,LiveBand: Live Accompaniment Generation in the Audio Domain,20260609,周二,Web-arxiv,20260615,
https://sonycslparis.github.io/liveband-companion,liveband-companion,20260615,\,,20260615,未提取来源信息
https://arxiv.org/abs/2606.08286,FXplorer: A Map-Based Interface for Exploratory Audio Effect Design,20260606,周六,Web-arxiv,20260615,
https://arxiv.org/abs/2606.08722,Can LLMs understand LilyPond? A benchmark for symbolic music generation and understanding,20260607,周日,Web-arxiv,20260615,
https://arxiv.org/abs/2606.11886,Real-Time Language Model Jamming: A Case Study for Live Music Accompaniment Generation,20260610,周三,Web-arxiv,20260615,
https://arxiv.org/abs/2606.11903,Snapping Matters: Context-Aware Onset Refinement for Automatic Music Transcription,20260610,周三,Web-arxiv,20260615,
https://arxiv.org/abs/2606.12555,AudioX-Turbo: A Unified Framework for Efficient Anything-to-Audio Generation,20260610,周三,Web-arxiv,20260615,
https://arxiv.org/abs/2606.13626,"Generative Modeling of Bach-Style Symbolic Music: A Comparative Study of Autoregressive, Latent-Variable, and Adversarial Approaches",20260612,周五,Web-arxiv,20260615,
https://www.europesays.com/ai/68142,（https://www.europesays.com/ai/68142/）,20260615,\,,20260615,未提取来源信息
https://moises.ai/blog/latest/fender-studio-pro-moises-daw-integration,Moises and Fender Studio Pro: AI Tools Inside Your DAW,20260615,\,,20260615,未提取来源信息
https://www.wmg.com/news/warner-music-group-acquires-sureel-ai,WARNER MUSIC GROUP ACQUIRES SUREEL AI - Warner Music Group,20260610,周三,Web_OT,20260615,
https://www.linkedin.com/posts/petermadigan_warner-just-bought-the-company-that-decides-share-7470757173489201152-TCDt/?utm_source=share&utm_medium=member_desktop&rcm=ACoAAEf4sYcB_7kwpHm7WTW6ML5ECD-H8EXZk8c,Warner Acquires Sureel AI Debt Attribution Tech | Pete Madigan posted on the topic | LinkedIn,20260615,\,,20260615,未提取来源信息
https://www.linkedin.com/posts/rorykenny_aiaudio-musictech-aimusic-share-7470128109300891648-ht8c/?utm_source=share&utm_medium=member_desktop&rcm=ACoAAEf4sYcB_7kwpHm7WTW6ML5ECD-H8EXZk8c,#aiaudio #musictech #aimusic #loudly #musicproduction | Rory Kenny,20260615,\,,20260615,未提取来源信息
https://x.com/EditorJanes/status/2066297151525683273?s=20,"withguitars.com on X: ""Deezer Launches AI Detection Tool for Playlists, Says 43% of New Users’ Libraries Contain ‘AI Music’ https://t.co/9d5QoSQfqF via @EditorJanes"" / X",20260615,\,Web-X,20260615,
https://www.digitalmusicnews.com/2026/06/11/deezer-ai-playlist-detector/?mc_cid=0bde17bd36&mc_eid=caf2b1450e,403 - Forbidden,20260615,\,,20260615,未提取来源信息
https://x.com/deeplearnmusic/status/2065064004712911178?s=20,"Stefan Lattner on X: ""Excited to share LiveBand, the first tool that enables robust, real-time jamming with an AI audio generator! 💫

🎸 LiveBand runs locally on a Mac, responds instantly to a musician’s input, and can be guided using either audio references or text prompts. The result is a highly https://t.co/BHNyRlloSK"" / X",20260615,\,Web-X,20260615,
https://suno.com/release-notes,Suno Release Notes · Suno,20260611,周四,Web_OT,20260615,
https://discord.com/channels/1069381916492562582/1159295652531019777/1514761075151868044,Discord,20260615,\,,20260615,未提取来源信息
https://www.tunee.ai/zh-CN/home/ai-music-agent,登录 | Tunee | 访问你的AI音乐智能体,20260615,\,,20260615,未提取来源信息
https://mp.weixin.qq.com/s/BnvJ_ecIP5e569R-MWpyUA,Technical SEO 自查清单：10 个真实踩坑案例,20260615,周一,微信-写增长的子木,20260615,
https://waytoagi.feishu.cn/wiki/CnRwwz5cgi8nLpkXcKzcvPLRnEg,Technical SEO 自查清单：10 个真实踩坑案例,20260615,周一,飞书-通往AGI之路,20260615,
https://usdunlunl.feishu.cn/docx/JasgdjA7yoy1KTxpwuIcEkJ1noo,AI 工具站 SEO 小册子：图解入门,20250927,周六,飞书OT分享,20260615,
https://soloent.ai,SoloEnt | 面向现代创作者的AI驱动创意工作空间,20260615,\,,20260615,未提取来源信息
https://pagespeed.web.dev,PageSpeed Insights,20260615,\,,20260615,未提取来源信息
https://mp.weixin.qq.com/s?__biz=MzkwMTM5OTcxMQ==&mid=2247484782&idx=1&sn=4dc300c2c213550b7548674849f13c47,AARRR：AI 增长是每个人的基本能力,20260614,周日,微信-写增长的子木,20260615,
https://mp.weixin.qq.com/s?__biz=MzkwMTM5OTcxMQ==&mid=2247484774&idx=1&sn=b5acd716079bc63c8847b18bfadb4fb7,靠 11 个 SEO 大神 + Grok 任务，每天 5 分钟追完一手 SEO 情报,20260613,周六,微信-写增长的子木,20260615,
https://mp.weixin.qq.com/s/-3uMah1y8Lj3y2r_3Ue_JA,AI Agent Loop到底是什么？多数人一上来就用错了丨Greg,20260615,周一,微信-晚点再听LaterCast,20260615,
https://waytoagi.feishu.cn/wiki/NCAMwukSgiIiNLkYxIRcyBkRnEe,AI Agent Loop到底是什么？多数人一上来就用错了丨Greg,20260615,周一,飞书-通往AGI之路,20260615,
https://www.youtube.com/watch?v=7clJ8IH784Q,"WTF Is an ""AI Agent Loop""? Genius or Hype? - YouTube",20260609,周二,Web-Youtube,20260615,
