链接,标题,日期,星期,来源,精选日期,异常信息
https://mp.weixin.qq.com/s/WeoACQ58hR5AdQP63Z1v0w,可以优化生图提示词 的 提示词,20260422,周三,微信-AI替代人类,20260422,
https://waytoagi.feishu.cn/wiki/DvkYw6iagiAhz3kQ44BcEQAUnod,可以优化生图提示词 的 提示词,20260422,周三,飞书-通往AGI之路,20260422,
https://waytoagi.feishu.cn/wiki/OBiNwnGxaign12kUjIxcKtYUnUg,乔木博客免费开源，打造你的学习、分享阵地！,20260422,周三,飞书-通往AGI之路,20260422,
https://blog.qiaomu.ai,乔木博客,20260422,\,,20260422,未提取来源信息
https://github.com/joeseesun/qiaomu-blog-opensource,"GitHub - joeseesun/qiaomu-blog-opensource: Open-source Cloudflare blog template based on OpenNext, Next.js 16, D1, and R2 · GitHub",20260422,\,Web-GitHub,20260422,
https://novel.sh,Novel - Notion-style WYSIWYG editor with AI-powered autocompletions,20260422,\,,20260422,未提取来源信息
https://www.blocknotejs.org,BlockNote - Javascript Block-Based React rich text editor,20260422,\,,20260422,未提取来源信息
https://blog.qiaomu.ai/qiaomu-blog-opensource,乔木博客免费开源，打造你的学习、分享阵地！ · 乔木博客,20260422,周三,Web_OT,20260422,
https://waytoagi.feishu.cn/wiki/PRKkwmxeni6PiTkSwFucQdkwnHd,大羽玩AI：《带你去玩球！》 技术白皮书,20260422,周三,飞书-通往AGI之路,20260422,
https://mp.weixin.qq.com/s/yp6vrtNqL60GDIAcKDAq9w,AIGC短片《带你去玩球！》技术白皮书,20260422,周三,微信-大羽玩Ai,20260422,
https://x.com/nash_su/status/2046460848928157821,JavaScript is not available.,20260422,\,Web-X,20260422,
https://waytoagi.feishu.cn/wiki/FtYGwOMNJiIfy5k5m5QcWXKendc,发现意图：AI 时代的用户体验设计,20260422,周三,飞书-通往AGI之路,20260422,
https://jakobnielsenphd.substack.com/p/intent-ux?utm_source=publication-search,Intent by Discovery: Designing the AI User Experience,20260422,\,,20260422,未提取来源信息
https://mp.weixin.qq.com/s/HVz13w3-6n9aomBZtTBBfg,GPT Image 2 全量开放！100+案例，跟 Nano Banana 2 正面PK（附提示词）,20260422,周三,微信-小歪的AI工具箱,20260422,
https://waytoagi.feishu.cn/wiki/MhxZwJ742icTCXkGwE1cGC3RnSc,GPT Image 2 全量开放！100+案例，跟 Nano Banana 2 正面PK（附提示词）,20260422,周三,飞书-通往AGI之路,20260422,
https://blog.google/products-and-platforms/products/education/gemini-features-for-students,Gemini app features that support students,20260213,周五,Web_OT,20260422,
https://www.anthropic.com/research/claude-character,Claude’s Character \ Anthropic,20260422,\,,20260422,未提取来源信息
https://cdn.openai.com/gpt-5-system-card.pdf,（https://cdn.openai.com/gpt-5-system-card.pdf）,20260422,\,,20260422,未提取来源信息
https://en.wikipedia.org/wiki/Mortise_and_tenon,Mortise and tenon - Wikipedia,20260422,\,,20260422,未提取来源信息
https://static.www.tencent.com/uploads/2026/04/09/5c38a9ec3c5695da42c1534d63e4be0b.pdf,（https://static.www.tencent.com/uploads/2026/04/09/5c38a9ec3c5695da42c1534d63e4be0b.pdf）,20260422,\,,20260422,未提取来源信息
https://m.xiachufang.com/recipe/100124682,【步骤图】不焯水不放油的家常红烧肉的做法_不焯水不放油的家常红烧肉的做法步骤_大鱼大肉_下厨房,20260422,\,,20260422,未提取来源信息
https://m.huxiu.com/article/547027.html,（https://m.huxiu.com/article/547027.html）,20260422,\,,20260422,未提取来源信息
