序号,URL,标题,链接文字,精选日期,doc_token,外部链接
1,https://waytoagi.feishu.cn/wiki/PY3UwWOQyil9IRk0fZ9c1DdpnSc?from=from_copylink,来自 Codex 官方团队的分享：如何把 Codex 用到极致,来自 Codex 官方团队的分享：如何把 Codex 用到极致,20260521,PY3UwWOQyil9IRk0fZ9c1DdpnSc,否
2,https://waytoagi.feishu.cn/wiki/PF8mwiuibil7ASkiGRYcRggrn4G?from=from_copylink,Claude Code还是Codex？老金告你怎么选！,Claude Code还是Codex？老金告你怎么选！,20260521,PF8mwiuibil7ASkiGRYcRggrn4G,否
3,https://waytoagi.feishu.cn/wiki/OpxpwRsrYiaWs3kNUqbc2hhnngg?from=from_copylink,2026文字类提示词设计指南（下册）,2026文字类提示词设计指南（下册）,20260521,OpxpwRsrYiaWs3kNUqbc2hhnngg,否
4,https://waytoagi.feishu.cn/wiki/T60bwrWrfifRj9kRAxTccIrznKg?from=from_copylink,西羊石AI视频团队：真人短剧全流程制作方法，Gemini 3.5 Flash 提示词分享，照抄即可,西羊石AI视频团队：真人短剧全流程制作方法，Gemini 3.5 Flash 提示词分享，照抄即可,20260521,T60bwrWrfifRj9kRAxTccIrznKg,否
5,https://waytoagi.feishu.cn/wiki/EmdMw2ThSiXFm2kQmxMc2I0EnAb?from=from_copylink,20 个多数开发者不知道的 Claude Skills,20 个多数开发者不知道的 Claude Skills,20260521,EmdMw2ThSiXFm2kQmxMc2I0EnAb,否
6,https://waytoagi.feishu.cn/wiki/Hrbsw06rWitZjYkZi7KcoKOYnQf?from=from_copylink,一文看懂 Harness Engineering，帮你的 AI 提效 10 倍,一文看懂 Harness Engineering，帮你的 AI 提效 10 倍,20260521,Hrbsw06rWitZjYkZi7KcoKOYnQf,否
7,https://waytoagi.feishu.cn/wiki/O2nHwWvi5iFnygkJnzAcB1OVnh4?from=from_copylink,怎么让 Agent Skills 自进化？Agent 回答质量翻倍,怎么让 Agent Skills 自进化？Agent 回答质量翻倍,20260522,O2nHwWvi5iFnygkJnzAcB1OVnh4,否
8,https://waytoagi.feishu.cn/wiki/BawkwR9Hpig0yMktEb9cETBPnPe?from=from_copylink,开源一个 Skill，让 AI 接管你屏幕边那张便签纸,开源一个 Skill，让 AI 接管你屏幕边那张便签纸,20260522,BawkwR9Hpig0yMktEb9cETBPnPe,否
9,https://waytoagi.feishu.cn/wiki/UKSmwWYLfiZQTLkZmpIcW0CIn9N?from=from_copylink,9 个 Claude Cowork prompt 模板：把我 8 小时工作日压到 47 分钟主动监督,9 个 Claude Cowork prompt 模板：把我 8 小时工作日压到 47 分钟主动监督,20260522,UKSmwWYLfiZQTLkZmpIcW0CIn9N,否
10,https://waytoagi.feishu.cn/wiki/GrrPwjnNYivgGfk5KFtctDpMnvh?from=from_copylink,Obsidian 小白完整入门教程(本地知识库),Obsidian 小白完整入门教程(本地知识库),20260522,GrrPwjnNYivgGfk5KFtctDpMnvh,否
11,https://waytoagi.feishu.cn/wiki/L5owwvlxui0C24kLscjc0HrZnrP?from=from_copylink,使用 Google 构建 Agent的开发者指南：Antigravity、Agents API 和 ADK,使用 Google 构建 Agent的开发者指南：Antigravity、Agents API 和 ADK,20260522,L5owwvlxui0C24kLscjc0HrZnrP,否
12,https://waytoagi.feishu.cn/wiki/TsU1wH3nTi2oMfkKOrjczF5gnoh?from=from_copylink,「未来硅世界16期」：tw93的开源故事和经验,「未来硅世界16期」：tw93的开源故事和经验,20260523,TsU1wH3nTi2oMfkKOrjczF5gnoh,否
13,https://waytoagi.feishu.cn/wiki/Iof5woq0ciYFpZkjXX5cUNsCnAy?from=from_copylink,拆解 Anthropic：最好的 AI 公司，可能也是一种组织发明,拆解 Anthropic：最好的 AI 公司，可能也是一种组织发明,20260523,Iof5woq0ciYFpZkjXX5cUNsCnAy,否
14,https://waytoagi.feishu.cn/wiki/ByypwsWa4iWwMYke19xc0ewMnac?from=from_copylink,2026 年必须理解的 20 个 AI 概念,2026 年必须理解的 20 个 AI 概念,20260523,ByypwsWa4iWwMYke19xc0ewMnac,否
15,https://waytoagi.feishu.cn/wiki/LNptwQNkximL7WkgrTocywHen2e?from=from_copylink,一文搞懂如何在Codex中使用goals,一文搞懂如何在Codex中使用goals,20260523,LNptwQNkximL7WkgrTocywHen2e,否
16,https://waytoagi.feishu.cn/wiki/EY5gw4B0OiZuLQkMLsIcZTV9nnb?from=from_copylink,实测！用 Codex 精准还原 Figma 设计稿，保姆级教程来了！,实测！用 Codex 精准还原 Figma 设计稿，保姆级教程来了！,20260523,EY5gw4B0OiZuLQkMLsIcZTV9nnb,否
17,https://waytoagi.feishu.cn/wiki/RCtcww5UxitMGmk3iF5cP68VnIg?from=from_copylink,Hermes 出了个叫 Bundle 的东西，我的 7 步发文流程直接压成了 1 步,Hermes 出了个叫 Bundle 的东西，我的 7 步发文流程直接压成了 1 步,20260523,RCtcww5UxitMGmk3iF5cP68VnIg,否
18,https://waytoagi.feishu.cn/wiki/FaCPwh4hgip5OMkRsnucFMoxn6c?from=from_copylink,Railway创始人：35 人团队如何服务300万用户丨Latent Space,Railway创始人：35 人团队如何服务300万用户丨Latent Space,20260523,FaCPwh4hgip5OMkRsnucFMoxn6c,否
