链接,标题,日期,星期,来源,精选日期,异常信息
https://waytoagi.feishu.cn/wiki/A9yuwF2REiKU3qkwCpkchtqFnyg,来大理就应该Vibe Coding Everywhere!,20260602,周二,飞书-通往AGI之路,20260603,
https://mp.weixin.qq.com/s/KIg1UEe0sHlgPRl2sESlyg,Codex 发布重大更新 不再只是编码 捆绑 62 个应用和 110 个自动化技能 面向白领办公,20260603,周三,微信-小互AI,20260603,
https://waytoagi.feishu.cn/wiki/D5OCw9JU4im2YLk0zz1cjqvlnXv,Codex 发布重大更新 不再只是编码 捆绑 62 个应用和 110 个自动化技能 面向白领办公,20260603,周三,飞书-通往AGI之路,20260603,
https://mp.weixin.qq.com/s/WAJD42VcEZPWSo0J4_0o6g,电商VOC深度分析Skill 2.0升级：可以一键直出专家级洞察报告了!,20260603,周三,微信-新西楼.AI,20260603,
https://waytoagi.feishu.cn/wiki/U5Tfw48aiidbrfkj3CCcSuZvnMc,电商VOC深度分析Skill 2.0升级：可以一键直出专家级洞察报告了!,20260603,周三,飞书-通往AGI之路,20260603,
https://github.com/buluslan/review-analyzer-skill,GitHub - buluslan/review-analyzer-skill: AI 驱动的电商评论深度分析工具 — 14章洞察报告 · 6套主题看板 · 飞书同步 · Sorftime 数据对接 · 零 API Key · GitHub,20260603,\,Web-GitHub,20260603,
https://my.feishu.cn/docx/GMv7dBzlXo5wblxVaWGclEernib,【示例】PETKIT PURA MAX 2 评论深度分析报告,20260529,周五,飞书OT分享,20260603,
https://mp.weixin.qq.com/s?__biz=MzA3MDA3NzI1Nw==&mid=2455087871&idx=1&sn=ea89dac9d45548785200dfc62a7430ca,终于完成了！实测效率提升10倍，电商评论深度分析Skill已就位！,20260309,周一,微信-新西楼.AI,20260603,
https://mp.weixin.qq.com/s?__biz=MzA3MDA3NzI1Nw==&mid=2455088328&idx=1&sn=92f06257733ea24f9ea513976a5f654e,现在HTML的Skill很多，但哪些好用？,20260520,周三,微信X失效,20260603,
https://waytoagi.feishu.cn/wiki/SVt5wQeIiivjp4khEl5clugWnae,智能体运行框架中的记忆现状,20260603,周三,飞书-通往AGI之路,20260603,
https://x.com/mem0ai/status/2061822612398014782,JavaScript is not available.,20260603,\,Web-X,20260603,
https://mem0.ai/blog/openclaw-memory-management-live-data-compaction-and-best-practices,"OpenClaw Memory Management: Live Data, Compaction, and Best Practices",20260417,周五,Web_OT,20260603,
https://app.mem0.ai/?utm_source=x_article_mem0&utm_medium=x_article&utm_campaign=agent_harness_memory&utm_content=agent_harness_memory,Login | Mem0,20260603,\,,20260603,未提取来源信息
https://github.com/mem0ai/mem0,GitHub - mem0ai/mem0: Universal memory layer for AI Agents · GitHub,20260603,\,Web-GitHub,20260603,
https://arxiv.org/abs/2604.27707,"Contextual Agentic Memory is a Memo, Not True Memory",20260430,周四,Web-arxiv,20260603,
https://arxiv.org/abs/2602.16313,MemoryArena: Benchmarking Agent Memory in Interdependent Multi-Session Agentic Tasks,20260218,周三,Web-arxiv,20260603,
https://arxiv.org/abs/2602.19320,Anatomy of Agentic Memory: Taxonomy and Empirical Analysis of Evaluation and System Limitations,20260520,周三,Web-arxiv,20260603,
https://arxiv.org/abs/2604.27003,When Continual Learning Moves to Memory: A Study of Experience Reuse in LLM Agents,20260429,周三,Web-arxiv,20260603,
https://arxiv.org/abs/2507.05257,Evaluating Memory in LLM Agents via Incremental Multi-Turn Interactions,20260317,周二,Web-arxiv,20260603,
https://arxiv.org/abs/2604.01350,No Attacker Needed: Unintentional Cross-User Contamination in Shared-State LLM Agents,20260401,周三,Web-arxiv,20260603,
https://arxiv.org/abs/2601.05504,Memory Poisoning Attack and Defense on Memory Based LLM-Agents,20260112,周一,Web-arxiv,20260603,
https://anthropic.com/engineering/managed-agents,Scaling Managed Agents: Decoupling the brain from the hands \ Anthropic,20260603,\,,20260603,未提取来源信息
https://developers.openai.com/codex/memories,Memories – Codex | OpenAI Developers,20260603,\,,20260603,未提取来源信息
https://aws.amazon.com/blogs/machine-learning/amazon-bedrock-agentcore-memory-building-context-aware-agents,Amazon Bedrock AgentCore Memory: Building context-aware agents | Artificial Intelligence,20250813,周三,Web_OT,20260603,
https://github.com/NousResearch/hermes-agent,GitHub - NousResearch/hermes-agent: The agent that grows with you · GitHub,20260603,\,Web-GitHub,20260603,
https://mem0.ai/blog/mem0-the-token-efficient-memory-algorithm,Introducing The Token-Efficient Memory Algorithm,20260416,周四,Web_OT,20260603,
https://mem0.ai/blog/what-is-beam-memory-benchmark-the-paper-that-shows-1m-context-window-isnt-enough,What is BEAM Memory Benchmark? The Paper That Shows 1M Context Window Isn’t Enough,20260402,周四,Web_OT,20260603,
https://mem0.ai/blog/how-memory-works-in-claude-code,How Memory Works in Claude Code,20260405,周日,Web_OT,20260603,
https://mem0.ai/blog/how-memory-works-in-codex-cli,Codex CLI Memory: How It Works + What Mem0 Adds,20260508,周五,Web_OT,20260603,
https://mem0.ai/blog/how-memory-works-in-hermes-agent-(and-how-to-improve-it),How Memory works in Hermes Agent (and how to improve it),20260508,周五,Web_OT,20260603,
https://mem0.ai/blog/openclaw-memory-system-how-it-works-and-how-to-set-it-up,OpenClaw Memory System: How It Works and How to Set It Up,20260417,周五,Web_OT,20260603,
https://mem0.ai/blog/aws-and-mem0-partner-to-bring-persistent-memory-to-next-gen-ai-agents-with-strands,AWS and Mem0 Partner to Bring Persistent Memory to Next-Gen AI Agents with Strands,20250519,周一,Web_OT,20260603,
https://waytoagi.feishu.cn/wiki/KpxwwjS81iyVackDQNOcs3C6nTe,【实践手册】 Vibe Creating：基于Seedance 2.0 的视频创作新姿势,20260603,周三,飞书-通往AGI之路,20260603,
https://mp.weixin.qq.com/s/1q6hfza-EWKnNHAsIV9Ahg,Vibe Creating：让创作回归「表达」本身,20260603,周三,微信-火山引擎,20260603,
https://bytedance.larkoffice.com/docx/AVJddCKUmoj6j7x08jbcRBzon8b,Vibe Creating 提示词 Skill.md,20260508,周五,飞书-字节跳动,20260603,
https://waytoagi.feishu.cn/wiki/N2piwc0GOinyqOkL2HzcbVi1nNh,每个任务都有自己的运行框架：Claude Code 中的动态工作流,20260603,周三,飞书-通往AGI之路,20260603,
https://x.com/trq212/status/2061907337154367865,JavaScript is not available.,20260603,\,Web-X,20260603,
https://code.claude.com/docs/en/workflows,Orchestrate subagents at scale with dynamic workflows - Claude Code Docs,20260603,\,,20260603,未提取来源信息
https://code.claude.com/docs/en/glossary#agentic-harness,Glossary - Claude Code Docs,20260603,\,,20260603,未提取来源信息
https://support.claude.com/en/articles/11088861-using-research-on-claude,Use research on Claude | Claude Help Center,20260602,周二,Web_OT,20260603,
https://support.claude.com/en/articles/11932705-automated-security-reviews-in-claude-code,Automated Security Reviews in Claude Code | Claude Help Center,20260316,周一,Web_OT,20260603,
https://code.claude.com/docs/en/agent-teams,Orchestrate teams of Claude Code sessions - Claude Code Docs,20260603,\,,20260603,未提取来源信息
https://code.claude.com/docs/en/code-review,Code Review - Claude Code Docs,20260603,\,,20260603,未提取来源信息
https://claude.com/blog/a-harness-for-every-task-dynamic-workflows-in-claude-code,A harness for every task: dynamic workflows in Claude Code  | Claude,20260603,\,,20260603,未提取来源信息
https://code.claude.com/docs/en/sub-agents,Create custom subagents - Claude Code Docs,20260603,\,,20260603,未提取来源信息
https://www.anthropic.com/news/claude-opus-4-8,Introducing Claude Opus 4.8 \ Anthropic,20260603,\,,20260603,未提取来源信息
https://bun.com,Bun — A fast all-in-one JavaScript runtime,20260603,\,,20260603,未提取来源信息
https://x.com/jarredsumner/status/2060050578026189172,JavaScript is not available.,20260603,\,Web-X,20260603,
https://mp.weixin.qq.com/s/i6QOVgiFKtgKrNR1uuL--g,15亿美元AI公司创始人：2026年决定胜负的思维转变丨Silicon Valley Girl,20260603,周三,微信-晚点再听LaterCast,20260603,
https://waytoagi.feishu.cn/wiki/Ix7iwMkF6iElASkxegrcoISanDc,15亿美元AI公司创始人：2026年决定胜负的思维转变丨Silicon Valley Girl,20260603,周三,飞书-通往AGI之路,20260603,
https://www.youtube.com/watch?v=U7apPfqHgvg,$1.5B AI Founder: The Mindset Shift That Separates Winners in 2026 - YouTube,20260529,周五,Web-Youtube,20260603,
https://mp.weixin.qq.com/s/ZcxJGwrfwDtI1jKwRE1nMg,即览：手机上看 Markdown 和 HTML，怎么就这么难？,20260604,周四,微信-歸藏的AI工具箱,20260604,
https://waytoagi.feishu.cn/wiki/IABJwf1ZXisOq4kze7ycRMKRnxd,即览：手机上看 Markdown 和 HTML，怎么就这么难？,20260604,周四,飞书-通往AGI之路,20260604,
https://testflight.apple.com/join/sv7KTqn9,Join the 即览 beta - TestFlight - Apple,20260604,\,,20260604,未提取来源信息
https://mp.weixin.qq.com/s/5Rb-VXagq2GqSgT2r4B3Tw,1700位Builders报名、10个国家和地区：AGI Builder第一张地图浮现,20260604,周四,微信-通往AGI之路,20260604,
https://waytoagi.feishu.cn/wiki/OExewqrgbiqc7bkJicbcEszgnRf,1700位Builders报名、10个国家和地区：AGI Builder第一张地图浮现,20260604,周四,飞书-通往AGI之路,20260604,
https://waytoagi.feishu.cn/wiki/UpTRw2LJsiy7qWkfg0scEEuinQf,掌握 Claude Code 动态工作流：Anthropic 工程师实际使用的 6 种模式和 14 个步骤,20260604,周四,飞书-通往AGI之路,20260604,
https://x.com/0xCodez/status/2062127385923776831,JavaScript is not available.,20260604,\,Web-X,20260604,
https://movez.substack.com,0xMovez's Substack | Substack,20260604,\,,20260604,未提取来源信息
https://mp.weixin.qq.com/s/7RkTU30wgxUiGy-_D1BUzg,如何从零打造AI-native服务公司丨Y Combinator,20260604,周四,微信-晚点再听LaterCast,20260604,
https://waytoagi.feishu.cn/wiki/W3hGwVI2WiczJxkSf2FckFNEnSe,如何从零打造AI-native服务公司丨Y Combinator,20260604,周四,飞书-通往AGI之路,20260604,
https://www.youtube.com/watch?v=gSNFJbgoaHI,How to Build an AI-Native Services Company - YouTube,20260603,周三,Web-Youtube,20260604,
https://mp.weixin.qq.com/s/KwADy-cnY9QM_ZalY3I0VA,（https://mp.weixin.qq.com/s/KwADy-cn...）,20260604,\,微信X失效,20260604,
https://waytoagi.feishu.cn/wiki/QIj1wcsNWiZ3sIkTZCbct7QinYc,Google DeepMind创始人斯坦福最新对话: 在AGI奇点的山脚下 | Demis Hassabis专访,20260604,周四,飞书-通往AGI之路,20260604,
