链接,标题,日期,星期,来源,精选日期,异常信息
https://mp.weixin.qq.com/s/LA1AFSjb5ffTHDA2xkv0wQ,Coding Agent 下半场：从个人提效到组织级研发体系,20260612,周五,微信-阿里云云原生,20260614,
https://waytoagi.feishu.cn/wiki/ROh2wxuHAiW3B9kPzV8cuhNHnfd,Coding Agent 下半场：从个人提效到组织级研发体系,20260614,周日,飞书-通往AGI之路,20260614,
https://java.agentscope.io,AgentScope Java,20260614,\,,20260614,未提取来源信息
https://waytoagi.feishu.cn/wiki/LNNiwQKbUimxhEkRkMtcMi6yn2b,自主长时间运行的Coding Agent,20260614,周日,飞书-通往AGI之路,20260614,
https://x.com/omarsar0/status/2065880971031834786,"elvis on X: ""https://t.co/nV84ktpZBf"" / X",20260614,\,Web-X,20260614,
https://mp.weixin.qq.com/s/t-LOz6LEgIUCWWtD9kSUAA,AARRR：AI 增长是每个人的基本能力,20260614,周日,微信-写增长的子木,20260614,
https://waytoagi.feishu.cn/wiki/HZVVwQn1NiVtX2kFgT3c5pQQnwe,AARRR：AI 增长是每个人的基本能力,20260614,周日,飞书-通往AGI之路,20260614,
https://mp.weixin.qq.com/s?__biz=MzkwMTM5OTcxMQ==&mid=2247484774&idx=1&sn=b5acd716079bc63c8847b18bfadb4fb7,靠 11 个 SEO 大神 + Grok 任务，每天 5 分钟追完一手 SEO 情报,20260613,周六,微信-写增长的子木,20260614,
https://mp.weixin.qq.com/s?__biz=MzkwMTM5OTcxMQ==&mid=2247484761&idx=1&sn=ca2566677d9f5fdee2d68f0e1514465c,"SEO 我踩过的坑：别堆内容，先做到 ""Last Click""",20260610,周三,微信-写增长的子木,20260614,
https://mp.weixin.qq.com/s/ZQXtT1hhZOwTFKHVaRoMwA,干掉NotebookLM！这个开源项目+Obsidian，补齐了本地AI知识库的最后一块拼图,20260614,周日,微信-Simonlin的精神世界,20260614,
https://waytoagi.feishu.cn/wiki/GYz3wt1BQilXX1kJwT1cdIxonaf,干掉NotebookLM！这个开源项目+Obsidian，补齐了本地AI知识库的最后一块拼图,20260614,周日,飞书-通往AGI之路,20260614,
https://github.com/weaiw/trove-ai,GitHub - weaiw/trove-ai: 中文互联网内容的个人 AI 稍后读 + 知识库 · Read-later + AI knowledge base for the Chinese internet · GitHub,20260614,\,Web-GitHub,20260614,
https://github.com/simonlin000/trove-ai,GitHub - simonlin000/trove-ai: 中文互联网内容的个人 AI 稍后读 + 知识库 · Read-later + AI knowledge base for the Chinese internet · GitHub,20260614,\,Web-GitHub,20260614,
http://host.docker.internal:7897,（http://host.docker.internal:7897）,20260614,\,,20260614,未提取来源信息
https://waytoagi.feishu.cn/wiki/RN9yw5xWki84zLkiSb3c34Y6nLc,6.7- 6.14｜本周顶尖 AI 论文,20260614,周日,飞书-通往AGI之路,20260614,
https://x.com/dair_ai/status/2066174390048358760,"DAIR.AI on X: ""https://t.co/8j1NNuQsFS"" / X",20260614,\,Web-X,20260614,
https://arxiv.org/abs/2606.13392,MiniMax Sparse Attention,20260611,周四,Web-arxiv,20260614,
https://x.com/MiniMax_AI/status/2065436935188058208,"MiniMax (official) on X: ""MiniMax M3, Open-Weight, Now On Hugging Face , with only ~428B parameters and ~23B activated parameters

Weights:
https://t.co/g4Ybfa2kWH
MiniMax Sparse Attention:
https://t.co/HcTlWRotG3"" / X",20260614,\,Web-X,20260614,
https://arxiv.org/abs/2606.09498,Self-Harness: Harnesses That Improve Themselves,20260608,周一,Web-arxiv,20260614,
https://x.com/omarsar0/status/2064429834999304247,"elvis on X: ""// Self-Harness: Harnesses That Improve Themselves //

(bookmark this one)

Most of the agent scaffolds we rely on today are built once and remain frozen or mostly unchanged.

The harness, like the skills, needs to evolve with new models.

What if the scaffold rewrites itself? https://t.co/QDi4JTVMA1"" / X",20260614,\,Web-X,20260614,
https://arxiv.org/abs/2606.05405,Agents' Last Exam,20260611,周四,Web-arxiv,20260614,
https://x.com/dair_ai/status/2062916866235068607,"DAIR.AI on X: ""// Agents' Last Exam //

Agents' Last Exam is a living benchmark of over 1,000 economically valuable tasks, built with 250+ industry experts and mapped to the U.S. federal occupational taxonomy.

The hardest tier sits at a 2.6% average full pass rate across mainstream harnesses https://t.co/jBb4LN2Pec"" / X",20260614,\,Web-X,20260614,
https://arxiv.org/abs/2606.07489,"How AI Agents Reshape Knowledge Work: Autonomy, Efficiency, and Scope",20260611,周四,Web-arxiv,20260614,
https://x.com/omarsar0/status/2064076252584222933,"elvis on X: ""New paper on how AI agents are reshaping knowledge work.

This is a nice economic read on where agents actually change knowledge work to meet that gap directly.

(bookmark it)

It studies agent adoption across three dimensions: autonomy, efficiency, and the scope of tasks workers https://t.co/y0GnwO36Dl"" / X",20260614,\,Web-X,20260614,
https://arxiv.org/abs/2606.07513,Agentopia: Long-Term Life Simulation and Learning in Agent Societies,20260605,周五,Web-arxiv,20260614,
https://x.com/dair_ai/status/2064075015960875347,"DAIR.AI on X: ""// Life Simulation in Agent Societies //

One of the more ambitious agent-society testbeds to land this month, and it arrives as a 79-page release.

Agentopia drops many LLM agents into a long-running world where they live, interact, and learn over extended horizons. The goal is https://t.co/PhrZfWQUL4"" / X",20260614,\,Web-X,20260614,
https://arxiv.org/abs/2606.07082,On the Geometry of On-Policy Distillation,20260610,周三,Web-arxiv,20260614,
https://arxiv.org/abs/2606.09079,FlashMemory-DeepSeek-V4: Lightning Index Ultra-Long Context via Lookahead Sparse Attention,20260609,周二,Web-arxiv,20260614,
https://arxiv.org/abs/2606.09828,Latent Spatial Memory for Video World Models,20260608,周一,Web-arxiv,20260614,
https://arxiv.org/abs/2606.04223,Consensus is Strategically Insufficient: Reasoning-Trace Disagreement as a Knowledge-Representation Signal,20260602,周二,Web-arxiv,20260614,
