链接,标题,日期,星期,来源,精选日期,异常信息
https://mp.weixin.qq.com/s/Om4w4PJBCUMukGkAyH3S_g,六一宠粉节：氪200刀，乔帮主开源8个工具、5个精选Skill，统统免费！,20260601,周一,微信-向阳乔木推荐看,20260601,
https://waytoagi.feishu.cn/wiki/XQbfwBqECiHyilkakklc0zeFnId,六一宠粉节：氪200刀，乔帮主开源8个工具、5个精选Skill，统统免费！,20260601,周一,飞书-通往AGI之路,20260601,
https://chromewebstore.google.com/detail/%E4%B9%94%E6%9C%A8%E5%BF%AB%E6%8D%B7%E6%8F%90%E7%A4%BA%E8%AF%8D/ndfmbdiaclladmoeifbhlkacllmfhjej,乔木快捷提示词 - Chrome Web Store,20260601,\,,20260601,未提取来源信息
https://github.com/joeseesun/Qiaomu-QuickPrompt,GitHub - joeseesun/Qiaomu-QuickPrompt: Chrome side-panel prompt manager with shortcut expansion and built-in Chinese prompt library · GitHub,20260601,\,Web-GitHub,20260601,
https://github.com/joeseesun/qiaomu-tab,"GitHub - joeseesun/qiaomu-tab: A calm, local-first Chrome MV3 new tab dashboard · GitHub",20260601,\,Web-GitHub,20260601,
https://chromewebstore.google.com/detail/xposter/iimkimodgdjnnmdopeolboakhjmhfbbj?authuser=0&hl=zh-CN,xPoster - Chrome 应用商店,20260601,\,,20260601,未提取来源信息
https://x.com/xiaoxiaodong01,JavaScript is not available.,20260601,\,Web-X,20260601,
https://github.com/mengxi-ream/read-frog,GitHub - mengxi-ream/read-frog: 🐸 Read Frog - Open Source Immersive Translate | 🐸 陪读蛙 - 开源沉浸式翻译 · GitHub,20260601,\,Web-GitHub,20260601,
https://github.com/joeseesun/qiaomu-english-learn,GitHub - joeseesun/qiaomu-english-learn: Qiaomu English Learn browser extension for translation-assisted vocabulary learning · GitHub,20260601,\,Web-GitHub,20260601,
https://style.qiaomu.ai,Qiaomu Artist Style,20260601,\,,20260601,未提取来源信息
https://jm-style.qiaomu.ai,Qiaomu Artist Style,20260601,\,,20260601,未提取来源信息
https://github.com/joeseesun/qiaomu-artist-style,GitHub - joeseesun/qiaomu-artist-style · GitHub,20260601,\,Web-GitHub,20260601,
https://music.qiaomu.ai,Qiaomu Music,20260601,\,,20260601,未提取来源信息
https://github.com/joeseesun/qiaomu-music-player-web,GitHub - joeseesun/qiaomu-music-player-web: Self-hosted web radio and admin shelf for AI-generated music · GitHub,20260601,\,Web-GitHub,20260601,
https://blog.qiaomu.ai,乔木博客,20260601,\,,20260601,未提取来源信息
https://www.32kw.com,HTML-Go | 登录,20260601,\,,20260601,未提取来源信息
https://github.com/joeseesun/quickshare-cloudflare,"GitHub - joeseesun/quickshare-cloudflare: QuickShare on Cloudflare Workers with R2, D1 and per-user content management · GitHub",20260601,\,Web-GitHub,20260601,
https://huggingface.co/papers,Daily Papers - Hugging Face,20260601,\,Web-Huggingface,20260601,
https://github.com/joeseesun/qiaomu-paper-interpreter,"GitHub - joeseesun/qiaomu-paper-interpreter: Transform academic papers into conversational Chinese articles in Qiaomu's style. Use when user provides PDF URL with keywords ""解读论文"", ""理解paper"", or "" · GitHub",20260601,\,Web-GitHub,20260601,
https://github.com/joeseesun/qiaomu-read-helper,"GitHub - joeseesun/qiaomu-read-helper: Feishu-based chapter reading workflow skill with comments, highlights, and Qiaomu-style reading notes · GitHub",20260601,\,Web-GitHub,20260601,
https://github.com/joeseesun/qiaomu-suno-master,"GitHub - joeseesun/qiaomu-suno-master: Turn a song idea, story, article, theme, or lyrics request into polished Suno-ready lyrics, style tags, and generated music through the local Rust sun · GitHub",20260601,\,Web-GitHub,20260601,
https://github.com/joeseesun/qiaomu-anything-to-notebooklm,"GitHub - joeseesun/qiaomu-anything-to-notebooklm: Claude Skill: Multi-source content processor for NotebookLM. Supports WeChat articles, web pages, YouTube, PDF, Markdown, search queries → Podcast/PPT/MindMap/Quiz etc. · GitHub",20260601,\,Web-GitHub,20260601,
https://github.com/joeseesun/qiaomu-userscripts,"GitHub - joeseesun/qiaomu-userscripts: Tampermonkey userscripts for WeChat, Douyin, and X content workflows · GitHub",20260601,\,Web-GitHub,20260601,
https://xiangyangqiaomu.feishu.cn/wiki/Bvx6wmAqAirtR1kWejmcFFrGn6f,GEOflow公开课PPT,20260531,周日,飞书OT分享,20260601,
https://xiangyangqiaomu.feishu.cn/wiki/QUmxwep0diOUOnkrdGscVa1PnE7,极简风格PPT-For Youmind,20260601,周一,飞书OT分享,20260601,
https://waytoagi.feishu.cn/wiki/QdybwWAyBid2XpkWIWRcrQ6qn0c,AI音乐周刊 W.A 030,20260601,周一,飞书-通往AGI之路,20260601,
https://mp.weixin.qq.com/s/1jplrYZ1EWn79C1QdA825w,AI音乐周刊 W.A 030,20260601,周一,微信-智音Brook,20260601,
https://soundraw.io/grid#start-now,All-in-one Mobile Beatmaking App | SOUNDRAW Grid,20260601,\,,20260601,未提取来源信息
https://youtu.be/kepSCYI-QOs?si=oR782m3vP0PzUWBS,An Introduction to SOUNDRAW GRID: A New Kind Of Music Production Tool - YouTube,20260525,周一,Web-Youtube,20260601,
https://www.audioshake.ai/post/audioshake-copyright-compliance-system-music-detection-identification-removal-compliance,"AudioShake debuts copyright compliance system for music detection, identification, removal, and cue sheet generation.",20260601,\,,20260601,未提取来源信息
https://elevenmusic.io,"Discover, Remix, Create | ElevenMusic",20260601,\,,20260601,未提取来源信息
https://elevenlabs.io/blog/introducing-music-v2,"Introducing Music v2, our groundbreaking new music model",20260526,周二,Web_OT,20260601,
https://daydream.live/music,Daydream Music — The Live Generative Music Engine — Daydream,20260601,\,,20260601,未提取来源信息
https://github.com/daydreamlive/DEMON,GitHub - daydreamlive/DEMON: DEMON: Diffusion Engine for Musical Orchestrated Noise · GitHub,20260601,\,Web-GitHub,20260601,
https://github.com/OpenMOSS/MOSS-TTS/tree/main/moss_soundeffect_v2,MOSS-TTS/moss_soundeffect_v2 at main · OpenMOSS/MOSS-TTS · GitHub,20260601,\,Web-GitHub,20260601,
https://huggingface.co/OpenMOSS-Team/MOSS-SoundEffect-v2.0,OpenMOSS-Team/MOSS-SoundEffect-v2.0 · Hugging Face,20260526,周二,Web-Huggingface,20260601,
https://arxiv.org/abs/2605.24193,Music Transcription with (Almost) No Supervision,20260522,周五,Web-arxiv,20260601,
https://arxiv.org/abs/2605.24291,Rubato: Transcribing Piano Music with Timestamps,20260522,周五,Web-arxiv,20260601,
https://arxiv.org/abs/2605.27346,MERIT: Learning Disentangled Music Representations for Audio Similarity,20260526,周二,Web-arxiv,20260601,
https://arxiv.org/abs/2605.27838,Dasheng AudioGen: A Unified Model for Generating Coherent Audio Scenes from Text,20260527,周三,Web-arxiv,20260601,
https://arxiv.org/abs/2605.28657,DEMON: Diffusion Engine for Musical Orchestrated Noise,20260527,周三,Web-arxiv,20260601,
https://arxiv.org/abs/2605.29300,MusTBENCH: Benchmarking and Advancing Temporal Grounding in Music LLMs,20260528,周四,Web-arxiv,20260601,
https://arxiv.org/abs/2605.30366,Escaping the Linearity Trap: Manifold Detours for Black-Box Adversarial Attacks on Singing Audio Deepfake Detection,20260518,周一,Web-arxiv,20260601,
https://arxiv.org/abs/2605.31053,AnchorSteer: Self-Discovered Concept Injection for Structure-Preserving Music Editing,20260529,周五,Web-arxiv,20260601,
https://www.yahoo.com/entertainment/music/articles/tiktok-ai-text-song-trend-140000594.html?guccounter=1&guce_referrer=aHR0cHM6Ly93d3cuYmluZy5jb20v&guce_referrer_sig=AQAAAB8bd8qvpZLNtdnq09T0gNoyJMdNoY_fmwIBPmCk-LGiLvnHAvgHCT-afYnieqVmOQzuotyvbqwMYEZLX7b6x86iFezBcdjG0bwlFrdQ8DgIvqfYZmuzdd6JcKWaqKWt87i5IaG4gq9qN7Ha-LtXsgajS-u1uMxfPxBTjry1d6Xz,TikTok’s AI ‘Text to Song’ Trend May Be a Sign of Music to Come,20260525,周一,Web_OT,20260601,
https://x.com/RollingStone/status/2058910966075539679?s=20,JavaScript is not available.,20260601,\,Web-X,20260601,
https://www.musicbusinessworldwide.com/sony-music-moves-to-add-more-than-30000-copyrighted-recordings-to-its-lawsuit-against-udio,"Sony Music moves to add more than 30,000 copyrighted recordings to its lawsuit against Udio - Music Business Worldwide",20260526,周二,Web_OT,20260601,
https://x.com/AudioShakeAI/status/2059329193683644712?s=20,JavaScript is not available.,20260601,\,Web-X,20260601,
https://x.com/ElevenLabs/status/2059312414198235642?s=20,JavaScript is not available.,20260601,\,Web-X,20260601,
https://www.digitalmusicnews.com/2026/05/27/youtubes-new-ai-detector-is-here,403 - Forbidden,20260601,\,,20260601,未提取来源信息
https://x.com/earlofmuir/status/2060025895742472442?s=20,JavaScript is not available.,20260601,\,Web-X,20260601,
https://x.com/MosiAI_Official/status/2060406157257408937?s=20,JavaScript is not available.,20260601,\,Web-X,20260601,
https://waytoagi.feishu.cn/wiki/A7HVwRsBLiFCQxkoIe5cj3YJnbd,🤖 扣子3.0使用指南-更新版,20260601,周一,飞书-通往AGI之路,20260601,
https://www.coze.cn/overview,扣子 Coze - 字节跳动旗下职场AI伙伴扣子与一站式AI开发平台扣子编程 PPT数据分析小程序开发APP开发网页开发平面设计教学备课报告写作自媒体播客视频智能体工作流,20260601,\,,20260601,未提取来源信息
http://coze.cn,扣子 - AI办公助手一站式平台 - 扣子提供AI写作|PPT|表格|设计|播客|生图,20260601,\,,20260601,未提取来源信息
https://www.coze.cn,扣子 - AI办公助手一站式平台 - 扣子提供AI写作|PPT|表格|设计|播客|生图,20260601,\,,20260601,未提取来源信息
https://bytedance.larkoffice.com/wiki/B27jw33N2iNsGwkYUyRcLq4vnlg#share-ZhHadtjZSopG6zxtZ8QcOrpDn7g,（视频 Agent 功能详解）,20260601,\,飞书-字节跳动,20260601,
http://xiaping.coze.com,虾评Skill - 精品优质 Skill 分享评测平台，支持 OpenClaw,20260601,\,,20260601,未提取来源信息
https://www.coze.cn/skills?skill_share_pid=7618489052526182442,扣子 - AI办公助手一站式平台 - 扣子提供AI写作|PPT|表格|设计|播客|生图,20260601,\,,20260601,未提取来源信息
https://www.coze.cn/skills?skill_share_pid=7621502566429376538,扣子 - AI办公助手一站式平台 - 扣子提供AI写作|PPT|表格|设计|播客|生图,20260601,\,,20260601,未提取来源信息
https://www.coze.cn/s/ELFm9cn1tpA,扣子 - AI办公助手一站式平台 - 扣子提供AI写作|PPT|表格|设计|播客|生图,20260601,\,,20260601,未提取来源信息
https://www.coze.cn/s/4MzAsT761XE,扣子 - AI办公助手一站式平台 - 扣子提供AI写作|PPT|表格|设计|播客|生图,20260601,\,,20260601,未提取来源信息
https://www.coze.cn/s/SEpWley5jKc,扣子 - AI办公助手一站式平台 - 扣子提供AI写作|PPT|表格|设计|播客|生图,20260601,\,,20260601,未提取来源信息
https://www.coze.cn/skills?skill_share_pid=7623291493620596771,扣子 - AI办公助手一站式平台 - 扣子提供AI写作|PPT|表格|设计|播客|生图,20260601,\,,20260601,未提取来源信息
https://www.coze.cn/skills?skill_share_pid=7621856609379254315,扣子 - AI办公助手一站式平台 - 扣子提供AI写作|PPT|表格|设计|播客|生图,20260601,\,,20260601,未提取来源信息
https://www.coze.cn/skills?skill_share_pid=7605215874114584617,扣子 - AI办公助手一站式平台 - 扣子提供AI写作|PPT|表格|设计|播客|生图,20260601,\,,20260601,未提取来源信息
https://www.coze.cn/s/39wpakgRFmA,扣子 - AI办公助手一站式平台 - 扣子提供AI写作|PPT|表格|设计|播客|生图,20260601,\,,20260601,未提取来源信息
https://coze.cn,扣子 - AI办公助手一站式平台 - 扣子提供AI写作|PPT|表格|设计|播客|生图,20260601,\,,20260601,未提取来源信息
https://docs.coze.cn/guides/vibe_coding_overview,扣子官方文档中心-扣子，你的 AI 办公助手,20260601,\,,20260601,未提取来源信息
https://www.coze.cn/device,扣子 - AI办公助手一站式平台 - 扣子提供AI写作|PPT|表格|设计|播客|生图,20260601,\,,20260601,未提取来源信息
https://waytoagi.feishu.cn/wiki/XI8Mwf33Oi8KxJk5NA5cjgDInPd,志雄：Codex接入GeneralCompute教程,20260601,周一,飞书-通往AGI之路,20260601,
https://app.generalcompute.com/sign-in,General Compute,20260601,\,,20260601,未提取来源信息
https://app.generalcompute.com/dashboard/observability,404: This page could not be found.,20260601,\,,20260601,未提取来源信息
