链接,标题,日期,星期,来源,精选日期,异常信息
https://mp.weixin.qq.com/s/q_QCwmOVahFEZ9-7sP-W3g,最值得推荐的20个宝藏Skills，小众但真香,20260502,周六,微信-沃垠AI,20260506,
https://waytoagi.feishu.cn/wiki/Bj3UwRoFdiPVKLk8QTzcnl2znOg,最值得推荐的20个宝藏Skills，小众但真香,20260506,周三,飞书-通往AGI之路,20260506,
https://mp.weixin.qq.com/s?__biz=MzIwMTU5OTQ1Nw==&mid=2653726437&idx=1&sn=45628619fa1b8f611e794de75b742792,最值得安装的20个Skills,20260420,周一,微信-沃垠AI,20260506,
https://github.com/lijigang/ljg-skills,（https://github.com/lijigang/ljg-skills）,20260506,\,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Read timed out. (read timeout=10)"
https://github.com/alchaincyf/huashu-skills,（https://github.com/alchaincyf/huashu-skills）,20260506,\,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /alchaincyf/huashu-skills (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D277166E90>, 'Connection to github.com timed out. (connect timeout=10)'))"
https://github.com/freestylefly/canghe-skills,（https://github.com/freestylefly/canghe-skills）,20260506,\,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /freestylefly/canghe-skills (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D277166FD0>, 'Connection to github.com timed out. (connect timeout=10)'))"
https://github.com/kangarooking/kangarooking-skills,（https://github.com/kangarooking/kangarooking-skills）,20260506,\,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /kangarooking/kangarooking-skills (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D277166710>, 'Connection to github.com timed out. (connect timeout=10)'))"
https://github.com/lengyi2030/Auto-wechat-writing,（https://github.com/lengyi2030/Auto-wechat-writing）,20260506,\,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /lengyi2030/Auto-wechat-writing (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D277166D50>, 'Connection to github.com timed out. (connect timeout=10)'))"
https://mp.weixin.qq.com/s?__biz=MzIwMTU5OTQ1Nw==&mid=2653726226&idx=1&sn=f1a55757e3791dabeb70bc124e754386,我用2天搓了一个写作神器，可以自动写文章，已免费开源,20260402,周四,微信-沃垠AI,20260506,
https://github.com/KKKKhazix/khazix-skills,（https://github.com/KKKKhazix/khazix-skills）,20260506,\,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /KKKKhazix/khazix-skills (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D277166710>, 'Connection to github.com timed out. (connect timeout=10)'))"
https://github.com/larashero3-dotcom/soul.skill,（https://github.com/larashero3-dotcom/soul.skill）,20260506,\,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Read timed out. (read timeout=10)"
https://mp.weixin.qq.com/s?__biz=MzIwMTU5OTQ1Nw==&mid=2653726751&idx=1&sn=cbd68f14da0767d2b7701b2f56dda44d,这次，我可能真的把自己蒸馏出来了,20260430,周四,微信-沃垠AI,20260506,
https://github.com/blockpanda/any2html,（https://github.com/blockpanda/any2html）,20260506,\,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /blockpanda/any2html (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D277166990>, 'Connection to github.com timed out. (connect timeout=10)'))"
https://github.com/joeseesun/qiaomu-info-card-designer,（https://github.com/joeseesun/qiaomu-info-card-designer）,20260506,\,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /joeseesun/qiaomu-info-card-designer (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D2771674D0>, 'Connection to github.com timed out. (connect timeout=10)'))"
https://github.com/op7418/guizang-ppt-skill,（https://github.com/op7418/guizang-ppt-skill）,20260506,\,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /op7418/guizang-ppt-skill (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D277167250>, 'Connection to github.com timed out. (connect timeout=10)'))"
https://github.com/pbakaus/impeccable,（https://github.com/pbakaus/impeccable）,20260506,\,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /pbakaus/impeccable (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D279198050>, 'Connection to github.com timed out. (connect timeout=10)'))"
https://github.com/xiaohuailabs/tacit-mining,（https://github.com/xiaohuailabs/tacit-mining）,20260506,\,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /xiaohuailabs/tacit-mining (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D279198B90>, 'Connection to github.com timed out. (connect timeout=10)'))"
https://github.com/kepano/obsidian-skills,（https://github.com/kepano/obsidian-skills）,20260506,\,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /kepano/obsidian-skills (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D279198CD0>, 'Connection to github.com timed out. (connect timeout=10)'))"
https://github.com/coffeefuelbump/csv-data-summarizer-claude-skill,（https://github.com/coffeefuelbump/csv-data-summarizer-claude-skill）,20260506,\,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /coffeefuelbump/csv-data-summarizer-claude-skill (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D279199310>, 'Connection to github.com timed out. (connect timeout=10)'))"
https://github.com/deusyu/translate-book,（https://github.com/deusyu/translate-book）,20260506,\,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /deusyu/translate-book (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D2791996D0>, 'Connection to github.com timed out. (connect timeout=10)'))"
https://github.com/slavingia/skills,（https://github.com/slavingia/skills）,20260506,\,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /slavingia/skills (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D279199A90>, 'Connection to github.com timed out. (connect timeout=10)'))"
https://github.com/ReScienceLab/opc-skills,（https://github.com/ReScienceLab/opc-skills）,20260506,\,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /ReScienceLab/opc-skills (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D279199E50>, 'Connection to github.com timed out. (connect timeout=10)'))"
https://github.com/mattpocock/skills,（https://github.com/mattpocock/skills）,20260506,\,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /mattpocock/skills (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D279199F90>, 'Connection to github.com timed out. (connect timeout=10)'))"
https://github.com/jnMetaCode/superpowers-zh,（https://github.com/jnMetaCode/superpowers-zh）,20260506,\,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /jnMetaCode/superpowers-zh (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D27919A5D0>, 'Connection to github.com timed out. (connect timeout=10)'))"
https://waytoagi.feishu.cn/wiki/MEmjw0kiOidwBukfUSVcRJzGn5c,4.26-5.3｜本周 AI 论文精选,20260506,周三,飞书-通往AGI之路,20260506,
https://x.com/dair_ai/status/2050956647909015788,（https://x.com/dair_ai/status/2050956647909015788）,20260506,\,Web-X,20260506,"通用解析失败: HTTPSConnectionPool(host='x.com', port=443): Max retries exceeded with url: /dair_ai/status/2050956647909015788 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D277166850>, 'Connection to x.com timed out. (connect timeout=10)'))"
https://arxiv.org/abs/2604.25850,Agentic Harness Engineering: Observability-Driven Automatic Evolution of Coding-Agent Harnesses,20260430,周四,Web-arxiv,20260506,
https://x.com/omarsar0/status/2049492169887748365,（推文）,20260506,\,Web-X,20260506,"通用解析失败: HTTPSConnectionPool(host='x.com', port=443): Max retries exceeded with url: /omarsar0/status/2049492169887748365 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D277167110>, 'Connection to x.com timed out. (connect timeout=10)'))"
https://arxiv.org/abs/2604.21590,AgenticQwen: Training Small Agentic Language Models with Dual Data Flywheels for Industrial-Scale Tool Use,20260423,周四,Web-arxiv,20260506,
https://x.com/omarsar0/status/2048504655932760565,（推文）,20260506,\,Web-X,20260506,"通用解析失败: HTTPSConnectionPool(host='x.com', port=443): Max retries exceeded with url: /omarsar0/status/2048504655932760565 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D277165810>, 'Connection to x.com timed out. (connect timeout=10)'))"
https://arxiv.org/abs/2604.22748,"Agentic World Modeling: Foundations, Capabilities, Laws, and Beyond",20260424,周五,Web-arxiv,20260506,
https://x.com/omarsar0/status/2048783073547079816,（推文）,20260506,\,Web-X,20260506,"通用解析失败: HTTPSConnectionPool(host='x.com', port=443): Max retries exceeded with url: /omarsar0/status/2048783073547079816 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D277167610>, 'Connection to x.com timed out. (connect timeout=10)'))"
https://arxiv.org/abs/2604.25917,Recursive Multi-Agent Systems,20260428,周二,Web-arxiv,20260506,
https://x.com/omarsar0/status/2050261229315477988,（推文）,20260506,\,Web-X,20260506,"通用解析失败: HTTPSConnectionPool(host='x.com', port=443): Max retries exceeded with url: /omarsar0/status/2050261229315477988 (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D2771665D0>, 'Connection to x.com timed out. (connect timeout=10)'))"
https://arxiv.org/abs/2604.22446,From Skills to Talent: Organising Heterogeneous Agents as a Real-World Company,20260424,周五,Web-arxiv,20260506,
https://x.com/dair_ai/status/2048909068409147460,JavaScript is not available.,20260506,周三,Web-X,20260506,未提取日期
https://arxiv.org/abs/2604.24026,From Skill Text to Skill Structure: The Scheduling-Structural-Logical Representation for Agent Skills,20260504,周一,Web-arxiv,20260506,
https://x.com/omarsar0/status/2049252335105491147,JavaScript is not available.,20260506,周三,Web-X,20260506,未提取日期
https://arxiv.org/abs/2604.24881,Latent Agents: A Post-Training Procedure for Internalized Multi-Agent Debate,20260427,周一,Web-arxiv,20260506,
https://x.com/dair_ai/status/2049493173639278818,（推文）,20260506,周三,Web-X,20260506,通用解析失败: Response ended prematurely
https://arxiv.org/abs/2604.26622,OCR-Memory: Optical Context Retrieval for Long-Horizon Agent Memory,20260429,周三,Web-arxiv,20260506,
https://x.com/dair_ai/status/2049957482811056307,JavaScript is not available.,20260506,周三,Web-X,20260506,未提取日期
https://arxiv.org/abs/2604.26649,When to Retrieve During Reasoning: Adaptive Retrieval for Large Reasoning Models,20260429,周三,Web-arxiv,20260506,
https://x.com/omarsar0/status/2049954716298494386,JavaScript is not available.,20260506,周三,Web-X,20260506,未提取日期
https://arxiv.org/abs/2604.20987,Co-Evolving LLM Decision and Skill Bank Agents for Long-Horizon Tasks,20260422,周三,Web-arxiv,20260506,
https://x.com/omarsar0/status/2048440985726955998,JavaScript is not available.,20260506,周三,Web-X,20260506,未提取日期
https://mp.weixin.qq.com/s/J2iYjj9j2qadDVgZ7lBA0w,GPT-5.5 Instant：首个被标记「高能力」的即时模型,20260506,周三,微信-赛博禅心,20260506,
https://waytoagi.feishu.cn/wiki/DfNowZQOCiOLZOkPf56cNo78nNf,GPT-5.5 Instant：首个被标记「高能力」的即时模型,20260506,周三,飞书-通往AGI之路,20260506,
https://developers.openai.com/api/docs/models/chat-latest,（https://developers.openai.com/api/docs/models/chat-latest）,20260506,\,,20260506,未提取来源信息
https://x.com/akshay_pachaar/status/2050941458614751327,JavaScript is not available.,20260506,周三,Web-X,20260506,未提取日期
https://waytoagi.feishu.cn/wiki/OqmxwW9KRiplYQkt3qbcxb5Fnhh,LLM 推理是如何工作的,20260506,周三,飞书-通往AGI之路,20260506,
https://github.com/vllm-project/vllm,（vLLM）,20260506,\,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Read timed out."
https://github.com/NVIDIA/TensorRT-LLM,（TensorRT-LLM）,20260506,\,Web-GitHub,20260506,"通用解析失败: HTTPSConnectionPool(host='github.com', port=443): Max retries exceeded with url: /NVIDIA/TensorRT-LLM (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x000001D279199E50>, 'Connection to github.com timed out. (connect timeout=10)'))"
