链接,标题,日期,来源,精选日期,异常信息,记录时间
https://code.claude.com/docs/en/overview,Claude Code overview - Claude Code Docs,20260426,,20260426,未提取来源信息,2026-04-27 13:38:12
https://claude.ai/install.sh,（https://claude.ai/install.sh）,20260426,,20260426,未提取来源信息,2026-04-27 13:38:12
https://book.douban.com/subject/5914587,启示录 (豆瓣),20260426,,20260426,未提取来源信息,2026-04-27 13:38:12
https://book.douban.com/subject/7564417,Linux/Unix设计思想 (豆瓣),20260426,,20260426,未提取来源信息,2026-04-27 13:38:12
https://book.douban.com/subject/36667269,左耳听风 (豆瓣),20260426,,20260426,未提取来源信息,2026-04-27 13:38:12
http://claude.ai,Just a moment...,20260426,,20260426,未提取来源信息,2026-04-27 13:38:12
https://opencli.info,OpenCLI — Make Any Website Your CLI,20260426,,20260426,未提取来源信息,2026-04-27 13:38:12
https://code.claude.com/docs/en/routines,Automate work with routines - Claude Code Docs,20260426,,20260426,未提取来源信息,2026-04-27 13:38:12
https://claude.ai/design,Just a moment...,20260426,,20260426,未提取来源信息,2026-04-27 13:38:12
https://code.claude.com/docs/en/best-practices,Best Practices for Claude Code - Claude Code Docs,20260426,,20260426,未提取来源信息,2026-04-27 13:38:12
https://simonwillison.net/2025/Oct/16/claude-skills,"Claude Skills are awesome, maybe a bigger deal than MCP",20260426,,20260426,未提取来源信息,2026-04-27 13:38:12
https://www.geoffreylitt.com/2023/03/25/llm-end-user-programming.html,Malleable software in the age of LLMs,20260426,,20260426,未提取来源信息,2026-04-27 13:38:12
https://datawhalechina.github.io/easy-vibe/zh-cn/stage-3/core-skills/skills,Claude Code Skills 完全指南 | Easy-Vibe 教程,20260426,,20260426,未提取来源信息,2026-04-27 13:38:12
https://www.lawfaremedia.org/article/when-the-vibe-are-off--the-security-risks-of-ai-generated-code,When the Vibes Are Off: The Security Risks of AI-Generated Code | Lawfare,20260426,,20260426,未提取来源信息,2026-04-27 13:38:12
https://venturebeat.com/ai/salesforce-launches-headless-360-to-turn-its-entire-platform-into-infrastructure-for-ai-agents:,Vercel Security Checkpoint,20260426,,20260426,未提取来源信息,2026-04-27 13:38:12
https://www.salesforce.com,Salesforce: The #1 AI CRM | Salesforce,20260426,,20260426,未提取来源信息,2026-04-27 13:38:12
https://www.salesforce.com/tdx,TDX 2026,20260426,,20260426,未提取来源信息,2026-04-27 13:38:12
