链接,标题,日期,星期,来源,精选合集,周报时间,异常信息
https://t.zsxq.com/9stLy,重要_我最近突然意识到，AI不仅会给普通大众带来心理问题，对于高阶人士，也会很危险_20260225,20260225,周三,星球-AI产品经理大本营,PA-周++,260228周,
https://t.zsxq.com/6epSC,AI商业化落地的一个模式洞察_20260226,20260226,周四,星球-AI产品经理大本营,PA-周++,260228周,
https://mp.weixin.qq.com/s/FZ7L0b1frNHNL1PJ6eBcNQ,为什么越聪明的人，越容易在技术革命里亏钱? ｜MindCode周报No.62,20260223,周一,微信-MindCode,PA-日周++,260228周,
https://mp.weixin.qq.com/s/dLNfvdobYRPLziWqwYXI8Q,人们只会做他们已经在做的事——Claude Code 背后的产品哲学,20260219,周四,微信-宝玉AI,PA-日周++,260228周,
https://mp.weixin.qq.com/s/0syU7Z4WwbflYomgpVUgzw,【观察】：人类李继刚已异化成为了碳基 Agent,20260211,周三,微信-43AI,PA-日周++,260228周,
https://mp.weixin.qq.com/s/2vYcLyuMmVfnkRgSEXk0Wg,对话李笛：异构多智能体，让 AI 学会真正的「群体思考」,20260226,周四,微信-AI科技评论,PA-日周++,260228周,
https://t.zsxq.com/cB2zw,【小冰岛_值得体验的元宇宙类app_20210923】小冰岛今天开放，我体验了下，第一感觉非常棒。一方面，体现出李笛对于这种产品形态的认知（“不是游戏”，而是“生活”），我个人非常认同（在所谓类“元宇宙”的世界里，用户需要的是闲暇，而不是紧张的去“游戏”）；另一方面，虽然初版的可体验内容不多，但初始化时候的过程，真的很不一样，而且小冰的那段“岛屿生活指南”视频，有感动到我，大家可以仔细看看，详见：,20210923,周四,星球-AI产品经理大本营,PB-普,260228周,
https://t.zsxq.com/RjFtI,【重要_周日换频道（151）_打动人心的瞬间：流浪狗被领养前后对比照片 & 小冰岛app的体验细节_20220123】对元宇宙感兴趣的同学，一定要看这篇，其中有我对于“用户如何在元宇宙里发挥创意”的认知/方法论。,20220123,周日,星球-AI产品经理大本营,PB-普,260228周,
https://mp.weixin.qq.com/s/lX9-GEq1t6TncSamjftbIQ,OpenClaw 背后：那些尚没被说透的关键,20260225,周三,微信-琢磨事,PB-普,260228周,
https://mp.weixin.qq.com/s/GCqZgUpI-EoFIAd9F7b8pg,从 Clawdbot 到 26 年 AI Coding 主题大爆发｜42章经,20260213,周五,微信-42章经,PB-普,260228周,
https://mp.weixin.qq.com/s/BfakZ8TMsgfUsGJH0NBrAA,大模型会吃掉平台吗？一场关于marketplace生死存亡的深度思考,20260226,周四,微信-深思圈,PB-普,260228周,
https://mp.weixin.qq.com/s/xEWzdVvCyDfL8TiHmF72Jg,国产模型春节大考：来自 MiniMax、GLM、Seedance 开发者的一线复盘｜Best Ideas,20260224,周二,微信-海外独角兽,PB-普,260228周,
https://mp.weixin.qq.com/s/35XuB8Lqy1JJLQecDw9wBA,Anthropic CEO Dario Amodei：海啸已在地平线上，但没人在看,20260227,周五,微信-宝玉AI,PB-普,260228周,
https://mp.weixin.qq.com/s/3eO4zvjhKk2VWI0U-J6kXw,别再用提示词去 AI 味了，方向就是错的,20260215,周日,微信-宝玉AI,PB-普,260228周,
https://t.zsxq.com/vu9X4,AI日报志愿者的收获价值和申请流程_20250803,20250803,周日,星球-AI产品经理大本营,PB-普,260228周,
https://m.okjike.com/originalPosts/699d1e03800201ac6806a0ec,看到一个巨可爱的开源项目。,20260224,周二,APP-即刻,PB-普,260228周,
https://marketplace.visualstudio.com/items?itemName=pablodelucca.pixel-agents,Pixel Agents - Visual Studio Marketplace,20260226,\,,PB-普,260228周,未提取来源信息
https://github.com/pablodelucca/pixel-agents,GitHub - pablodelucca/pixel-agents: Pixel office. · GitHub,20260226,\,Web-GitHub,PB-普,260228周,未提取日期
http://xhslink.com/o/8t4ccYwTEV7,（AI短片：完美偏差（5分46秒））,20260225,\,APP-小红书,PB-普,260228周,需要登录或无法访问
http://xhslink.com/o/7DpygNN9W82,（把春晚《喜雨》做成AI动画（1分33秒））,20260227,\,APP-小红书,PB-普,260228周,需要登录或无法访问
https://www.xiaohongshu.com/discovery/item/6985df97000000000a033528?source=webshare&xhsshare=pc_web&xsec_token=ABt_WMB-G0hnFHX9BtmuWvbDmTDHfi7AOssIyvb-Jf5jQ=&xsec_source=pc_share,（AI视频：当世界过分“诚实”，该如何保持好奇与勇气（7分44秒））,20260228,\,APP-小红书,PB-普,260228周,需要登录或无法访问
https://t.zsxq.com/xSypX,AI日报_20251208,20251208,周一,星球-AI产品经理大本营,PB-普,260228周,
https://mp.weixin.qq.com/s/jhlJi6wiONOOjOQ2F25ZjQ,Will's GenAI网页产品数据 2026年01月,20260213,周五,微信-郎瀚威 Will,PB-普,260228周,
https://mp.weixin.qq.com/s/njwEr85H2raJCCwLizE72w,软件没死，人先裁了！Claude最新插件突袭金融圈，Excel到PPT一键通杀,20260225,周三,微信-新智元,PB-普,260228周,
https://mp.weixin.qq.com/s/PchsD3VCXfG3o2QfpwIOZA,Claude Code 新功能：手机远程控制,20260225,周三,微信-赛博禅心,PB-普,260228周,
https://mp.weixin.qq.com/s/vIWtXMH5b_A5g3FaxUsFHg,Claude Code更新，你终于可以随时随地在手机上Vibe Coding了。,20260226,周四,微信-数字生命卡兹克,PB-普,260228周,
https://code.claude.com/docs/en/remote-control#from-an-existing-session,Continue local sessions from any device with Remote Control - Claude Code Docs,20260227,\,,PB-普,260228周,未提取来源信息
https://m.okjike.com/originalPosts/6995118a4e44d30c48bd88b2,Figma 和 Claude Code 现在终于能双向交互了！,20260218,周三,APP-即刻,PB-普,260228周,
https://mp.weixin.qq.com/s/cLW-zKzQpDu59IIiTTSd0Q,MiniMax又又来吃龙虾肉了！OpenClaw真·一键部署，还有上万专家智能体等你差遣,20260225,周三,微信-量子位,PB-普,260228周,
https://agent.minimaxi.com/,"MiniMax Agent: 简单指令, 无限可能",20260228,\,,PB-普,260228周,未提取来源信息
https://agent.minimaxi.com/experts,MiniMax Agent 专家智能体 - 发现专业 AI 技能与子智能体,20260228,\,,PB-普,260228周,未提取来源信息
https://mp.weixin.qq.com/s/EltqLGqp3ppwFYdrMIkhDw,谷歌开始大面积封禁OpenClaw用户账号！,20260224,周二,微信-新智元,PB-普,260228周,
https://mp.weixin.qq.com/s/-fzd0hE5LmX4vitIUK7rtg,83条推文里的OpenClaw需求变迁——龙虾开发者必读,20260224,周二,微信-链感AI,PB-普,260228周,
https://mp.weixin.qq.com/s/NiNAjU_AziuLYLA5MyNtOQ,龙虾之父新访谈，OpenClaw内幕全公开！“拦不住滥用，只劝大家别玩火”,20260225,周三,微信-量子位,PB-普,260228周,
https://t.zsxq.com/mG5yt,重要功能更新：「AI日报音频版」来啦_20260223,20260223,周一,星球-AI产品经理大本营,PB-普,260228周,
https://mp.weixin.qq.com/s/EDJRZQLdNRs-gKzWFWigTQ,OpenClaw 是一个信号｜2026 Long-Horizon Agent 投资地图,20260226,周四,微信-海外独角兽,PB-普,260228周,
https://mp.weixin.qq.com/s/5iKS_drx6tcz5LvWiYertQ,花99美元雇AI司机！没想到特斯拉是美国通胀下的“平民印钞机”,20260218,周三,微信-全球风口,PB-普,260228周,
https://mp.weixin.qq.com/s/tJYtE6_5Lvz7nQ24nZK1lQ,Coding Agent 有个甜蜜点，多数人直接跳过了,20260225,周三,微信-宝玉AI,PA-日周++,260228周,
https://mp.weixin.qq.com/s/vyJ2HkX-9yELnTE4ZNkH9w,深度 | AI领域10个非共识认知（8000字长文，90分钟直播回放）,20231201,周五,微信-hanniman,PB-普,260228周,
https://mp.weixin.qq.com/s/IXeUCcxlzUdtN-pjuGO_QA,嘉宾分享_“评测即PRD”：AI产品经理的必备技能，从写文档到写评测_@张和老师,20251029,周三,微信-hanniman,PB-普,260228周,
https://mp.weixin.qq.com/s/wbpSKTBvnATVIIzpFyaYrw,直播回放_「评测驱动」如何破解AI落地90%难题 & 产品经理转AI最佳路径 _@张和老师,20251102,周日,微信-hanniman,PB-普,260228周,
https://t.zsxq.com/JZUIb,（对副业感兴趣的同学，一定要看！）我做副业，曾很多年都效果一般，但那一年，月收入涨了 10 倍……_20260224,20260224,周二,星球-AI产品经理大本营,PA-周++,260228周,
