序号,URL,链接文字,是否重要,周报时间
1,https://mp.weixin.qq.com/s/Y3O7z8nzL-7M_1NzehTT4g,黄仁勋在剑桥最新分享,是,251129周
2,https://mp.weixin.qq.com/s/WwZsAoozHNYj0B0WmM41iQ,“（LLM产品）评估”背后，再深一层和两层的关键能力，到底是什么,否,251129周
3,https://www.bilibili.com/video/BV1ToCXBTEP5,黄仁勋剑桥演讲完整视频（58分52秒）,否,251129周
4,https://mp.weixin.qq.com/s/Z_eZT8VZzFneSlwlI4VH6A,"AI用户究竟在为什么付费、AI正在制造新的""恩格斯停顿""（这代人的工资可能50年不涨）",是,251129周
5,https://mp.weixin.qq.com/s/CBoiQgLDftn4Sg47z6eOdg,把世界拆成最小单元，然后重新拼装,是,251129周
6,https://mp.weixin.qq.com/s/cUeRGS6JDIwDrnjiQuoa-Q,顶尖创新者的底层逻辑：马斯克体系、人才阶梯与投资判断,是,251129周
7,https://mp.weixin.qq.com/s/tg6UCKfSU4ds2bxXUd050Q,「AI革ming」和「互联网革ming」，不可等同,是,251129周
8,https://mp.weixin.qq.com/s/FJG58ODQDn7lsuQfOj-35Q,Ilya最新访谈,否,251129周
9,https://mp.weixin.qq.com/s/wbihVruDCcEt7CaHXXzGfg,什么是研究品味（research taste）？——三个黄金标准,否,251129周
10,https://mp.weixin.qq.com/s/6_2da5d9t32mlWaupOOhxA,看完张和老师6小时付费内容后，我的2000字干货总结记录,否,251129周
11,https://mp.weixin.qq.com/s/IflUxo14UPXMtPSnUVgpvA,微软CEO萨提亚：Excel为什么40年不倒？因为它是世界上“最平易近人的编程环境”；如果企业没有自己的模型，就不需要存在了,否,251129周
12,https://mp.weixin.qq.com/s/wU-qM25eF2f9VG3GCfmdew,AI工具变强之后，门槛迁移与普通人的机会,否,251129周
13,https://mp.weixin.qq.com/s/vait2_EfHbjKF7o1Q9aHwg,对话赵纯想：用《道德经》指导 AI 写代码，并做出顶级审美的产品（内含Prompt）,否,251129周
14,https://html.to.design/,html.to.design,否,251129周
15,https://mobbin.com/,Mobbin,否,251129周
16,https://unicorn.studio/,unicorn.Studio,否,251129周
17,https://reactbits.dev/,reactbits.dev,否,251129周
18,https://love.chunxiang.space/,纯想 6天 vibe coding 火箭课,否,251129周
19,https://mp.weixin.qq.com/s/HMA6Ea1V-GC78TZPmhQqTQ,理想销量下滑，华为系高管全数出走。为什么学华为失败了？,否,251129周
20,https://mp.weixin.qq.com/s/NYjpl-Dx3AYfXCqfBsKWfg,谷歌的核心困境：商业模式单一（广告），科研成果的“落地化”不理想,否,251129周
21,https://mp.weixin.qq.com/s/YdeJdlnaH8MWUCZADHA4JA,日本放出 21.3 万亿日元“刺激计划”，但大多中企却赚不到钱？,否,251129周
22,https://hub.techtabi.com/,网址,否,251129周
23,https://mp.weixin.qq.com/s/WH96iU5uQcCAjP36xcP98w?click_id=63,访谈马斯克：6万亿参数Grok 5冲击AGI，Neuralink、Tesla及xAI的人类存续与宇宙探索使命,否,251129周
24,https://mp.weixin.qq.com/s/exikl8xUvq5NXB229pmZkw?click_id=62,对话松鼠动力创始人萧昂：房车的底层逻辑是消费电子，不是车,否,251129周
25,https://mp.weixin.qq.com/s/scQYtfBF_ELlcye1blAtSA,马斯克和黄仁勋的最新对话访谈,否,251129周
26,https://m.okjike.com/originalPosts/692036231ed9b53c7825e822,Nano Banana 用法：将英文论文，整理成中文图文解释（带提示词）,否,251129周
27,https://m.okjike.com/originalPosts/6926c10f1ed9b53c78b366f3,把异世界的IP融到游戏截图里（含提示词）,否,251129周
28,http://xhslink.com/o/4HTPjATzrkT,AI历史策略卡牌游戏「出师表」（1分34秒视频）,否,251129周
29,https://mp.weixin.qq.com/s/caDBEMjfeOGThOOYF88uQA,通过优化“控制”和“指尖结构”，可使机器手同时实现“强力抓取”和“精细操作”（38秒视频）,否,251129周
30,https://mp.weixin.qq.com/s/_vSFLrXBH_fW9ygCgxgbzw,AI视频：卡塔尔航空广告（60秒）,否,251129周
31,http://xhslink.com/o/26JCCo69SbZ,AI视频「雪山速递」（2分7秒）,否,251129周
32,https://mp.weixin.qq.com/s/9BQYLzf7YkbPi9wVBha8rg,影眸，一个做 3D 生成的团队，落地场景集中在两个极端：超大规模的 UGC 游戏平台；实体制造与 3D 打印,否,251129周
33,https://mp.weixin.qq.com/s/5180h8qkYpW0G45cXXVZag,NotebookLM集成Nano Banana Pro：重新定义PPT生成体验,是,251129周
34,https://notebooklm.google.com/,官网链接,是,251129周
35,https://mp.weixin.qq.com/s/_B4-wqcZDLcheJVj1wRL1g?click_id=23,TRAE SOLO中国版上线：全功能免费，AI编程新范式,否,251129周
36,https://www.trae.cn/,官网链接,否,251129周
37,https://m.okjike.com/originalPosts/6925d5689298bdb9c9e7f6bd,开源模型FLUX.2（AI绘图）与 Nano Banana Pro的差距在于，世界知识,否,251129周
38,https://huggingface.co/black-forest-labs/FLUX.2-dev,体验地址,否,251129周
39,https://mp.weixin.qq.com/s/hPJ7UljlknSToMGI1Z70zQ,与Nano Banana Pro的差距在于，世界知识,否,251129周
40,https://m.okjike.com/originalPosts/6923326ed9abb9785dc869f1,AI 语音输入法：闪电说,否,251129周
41,https://shandianshuo.cn/,体验地址,否,251129周
