序号,URL,链接文字,是否重要,周报时间
1,https://t.zsxq.com/VaIJG,AI时代三重门,否,260321周
2,https://t.zsxq.com/5guRP,龙虾这波，到底要不要跟？（OpenClaw 和 Claude Code，是不同“品类”）,是,260321周
3,https://t.zsxq.com/Tjf7V,对话型AI助手（ChatGPT）、Claude Code、OpenClaw，三者如何区别,是,260321周
4,https://mp.weixin.qq.com/s/V_-G5VERcvD6EyWgKq83vw,审美也会被AI替代，“责任”是人的生机所在,是,260321周
5,https://t.zsxq.com/xQTcd,AI 2.5时代，带来新的 big 机会_20260212,否,260321周
6,https://mp.weixin.qq.com/s/Hb-DrJq4CV8iOgdpTiDiTQ,经验分享：没有OpenClaw，如何在自己的电脑上，构建自主工作、迭代的Agent,是,260321周
7,https://mp.weixin.qq.com/s/gorKMnrN0BfLhKFBA7NZlQ,马拉比（历史学家、哈萨比斯传记作者）：哈萨比斯更像奥本海默，Altman 比他差远了,是,260321周
8,https://t.zsxq.com/nAtlI,AGI真的会在3~7年内到来？_20241114,是,260321周
9,https://mp.weixin.qq.com/s/JWV1lLuUIGMgvKIsu44CwQ,AI时代，会有“需求供应链”,是,260321周
10,https://mp.weixin.qq.com/s/XYKsMeUDRq2CGsisfNu3iA,优化胜率而非赔率，把一件事做到“理论上”该有的样子,否,260321周
11,https://mp.weixin.qq.com/s/eZSGDoLiWU3bYaFiabq-AQ,1v1咨询,否,260321周
12,https://t.zsxq.com/5O4lt,栋梁群,否,260321周
13,https://t.zsxq.com/GRXl8,我终于也养上了小龙虾，但关键其实在于，我是怎么跨过“没足够动力开始vibe coding”的心理阈值的？,是,260321周
14,https://mp.weixin.qq.com/s/zKQAHYvysiczfNiJIlIHsQ,曾鸣教授：在AI时代，CEO如何做对战略——从认知、阶段到取舍与落地,否,260321周
15,https://mp.weixin.qq.com/s/TIRSH_Yh8sonqbc8gl3CuQ,当“逻辑自洽”被AI工业化，信任成为唯一稀缺资产,否,260321周
16,https://mp.weixin.qq.com/s/uEIYR88LWpkeoU1xVx1NhQ,对话Claude Cowork核心人员：Cowork是最接近AGI的体验，未来可能有skill托管中心,否,260321周
17,https://mp.weixin.qq.com/s/zABBY8WOnWZM-26COUMEVg,不要建一千个Agent：Ramp如何用一个Agent搞定金融自动化,否,260321周
18,https://t.zsxq.com/2GVOT,The Bitter Lesson 2.0：必须端到端（产品角度、不是技术角度）,否,260321周
19,https://t.zsxq.com/15xTfZ4Zo,AI产品方法论之“一个AI大脑供两端Agent”,否,260321周
