序号,URL,链接文字,是否重要,周报时间
1,https://t.zsxq.com/9stLy,我最近突然意识到，AI不仅会给普通大众带来心理问题，对于高阶人士，也会很危险,是,260228周
2,https://t.zsxq.com/6epSC,AI商业化落地的一个模式洞察,是,260228周
3,https://mp.weixin.qq.com/s/FZ7L0b1frNHNL1PJ6eBcNQ,语言是更高级的程序代码,是,260228周
4,https://mp.weixin.qq.com/s/dLNfvdobYRPLziWqwYXI8Q,Claude Code没有任何部分是六个月前的，它一直在被重写,是,260228周
5,https://mp.weixin.qq.com/s/0syU7Z4WwbflYomgpVUgzw,在李继刚身上，我看到了“人类世界第一个碳基Agent”的样本,是,260228周
6,https://mp.weixin.qq.com/s/2vYcLyuMmVfnkRgSEXk0Wg,前微软小冰之父李笛：多智能体必须是异构的，不然它就是角色扮演，没实际作用,是,260228周
7,https://t.zsxq.com/cB2zw,小冰岛_值得体验的元宇宙类app_20210923,否,260228周
8,https://t.zsxq.com/RjFtI,周日换频道（151）_打动人心的瞬间：流浪狗被领养前后对比照片 & 小冰岛app的体验细节_20220123,否,260228周
9,https://mp.weixin.qq.com/s/lX9-GEq1t6TncSamjftbIQ,OpenClaw 背后：那些尚没被说透的关键,否,260228周
10,https://mp.weixin.qq.com/s/GCqZgUpI-EoFIAd9F7b8pg,AI Coding出现能力跃迁，Clawdbot是AI Coding能力外溢的结果,否,260228周
11,https://mp.weixin.qq.com/s/BfakZ8TMsgfUsGJH0NBrAA?click_id=26,三个关键因素，决定传统marketplace是否会被大模型吃掉,否,260228周
12,https://mp.weixin.qq.com/s/xEWzdVvCyDfL8TiHmF72Jg,MiniMax、GLM、Seedance等一线开发者的闭门讨论,否,260228周
13,https://mp.weixin.qq.com/s/35XuB8Lqy1JJLQecDw9wBA,Dario Amodei：海啸已在地平线上，但没人在看,否,260228周
14,https://mp.weixin.qq.com/s/3eO4zvjhKk2VWI0U-J6kXw,用提示词“去AI味”，方向错了；写作风格 Skill 才是正解,否,260228周
15,https://t.zsxq.com/vu9X4,AI日报志愿者的收获价值和申请流程,否,260228周
16,https://m.okjike.com/originalPosts/699d1e03800201ac6806a0ec,VS Code插件：将你的 AI Agents，变为办公的像素小人（53秒视频）,否,260228周
17,https://marketplace.visualstudio.com/items?itemName=pablodelucca.pixel-agents,插件地址,否,260228周
18,https://github.com/pablodelucca/pixel-agents,GitHub 项目链接,否,260228周
19,http://xhslink.com/o/8t4ccYwTEV7,AI短片：完美偏差（5分46秒）,否,260228周
20,http://xhslink.com/o/7DpygNN9W82,把春晚《喜雨》做成AI动画（1分33秒）,否,260228周
21,https://www.xiaohongshu.com/discovery/item/6985df97000000000a033528?source=webshare&xhsshare=pc_web&xsec_token=ABt_WMB-G0hnFHX9BtmuWvbDmTDHfi7AOssIyvb-Jf5jQ=&xsec_source=pc_share,AI视频：当世界过分“诚实”，该如何保持好奇与勇气（7分44秒）,否,260228周
22,https://t.zsxq.com/xSypX,12月8日AI日报,否,260228周
23,https://mp.weixin.qq.com/s/jhlJi6wiONOOjOQ2F25ZjQ,2026年01月 生成式AI产品数据榜单,否,260228周
24,https://mp.weixin.qq.com/s/njwEr85H2raJCCwLizE72w,Claude更新：插件全面升级（尤其对于金融圈）、Excel × PowerPoint跨应用协同、上线 Remote Control（远程控制）,否,260228周
25,https://mp.weixin.qq.com/s/PchsD3VCXfG3o2QfpwIOZA,Claude Code 新功能：手机远程控制,否,260228周
26,https://mp.weixin.qq.com/s/vIWtXMH5b_A5g3FaxUsFHg,功能介绍,否,260228周
27,https://code.claude.com/docs/en/remote-control#from-an-existing-session,详细文档,否,260228周
28,https://m.okjike.com/originalPosts/6995118a4e44d30c48bd88b2,Figma MCP 最新版本，可将 Claude Code 生成的网页，直接转成 Figma 格式,否,260228周
29,https://mp.weixin.qq.com/s/cLW-zKzQpDu59IIiTTSd0Q,MiniMax 推出 MaxClaw 模式，可一键配置 OpenClaw，附带 10000+专业智能体,否,260228周
30,https://agent.minimaxi.com/,MiniMax Agent 网页端,否,260228周
31,https://agent.minimaxi.com/experts,Expert 社区,否,260228周
32,https://mp.weixin.qq.com/s/EltqLGqp3ppwFYdrMIkhDw,谷歌突然大面积封禁“使用OpenClaw”的开发者账号：跨平台开源红利终结，巨头生态高墙正在筑起,否,260228周
33,https://mp.weixin.qq.com/s/-fzd0hE5LmX4vitIUK7rtg,83条推文里的OpenClaw需求变迁——龙虾开发者必读,否,260228周
34,https://mp.weixin.qq.com/s/NiNAjU_AziuLYLA5MyNtOQ,龙虾之父Peter Steinberger 自曝OpenClaw内幕：代码靠后，意图靠前，安全靠劝,否,260228周
35,https://t.zsxq.com/mG5yt,重要功能更新：「AI日报音频版」来啦,否,260228周
36,https://mp.weixin.qq.com/s/EDJRZQLdNRs-gKzWFWigTQ,OpenClaw是一个信号：2026 Long-Horizon Agent投资地图，从卖工具到卖劳动力,否,260228周
37,https://mp.weixin.qq.com/s/5iKS_drx6tcz5LvWiYertQ,特斯拉FSD成美国平民印钞机：99美元雇AI司机，日赚500美元，民间路测已悄然开启,否,260228周
38,https://mp.weixin.qq.com/s/tJYtE6_5Lvz7nQ24nZK1lQ?click_id=25,使用Coding Agent的四个甜蜜点：有参考、能自测、有规划、有人管,是,260228周
39,https://mp.weixin.qq.com/s/vyJ2HkX-9yELnTE4ZNkH9w,AI领域10个非共识认知（8000字长文，90分钟直播回放）,否,260228周
