链接,标题,日期,星期,来源,精选合集,周报时间,异常信息
https://m.okjike.com/originalPosts/69bd1ee625bae566123645b9,西里森森26天前产品经理其实只需要做一件事：正确的产品，正确的时间。,20260320,周五,APP-即刻,PA-日周++,260328周,
https://mp.weixin.qq.com/s/eWlyaIa1cZY9HhxsQtNd0w,"Karpathy：""写代码""已经不是对的动词了",20260321,周六,微信-宝玉AI,PA-日周++,260328周,
https://mp.weixin.qq.com/s/lejKFfDttRuO1tzNWs-A8g,Andrej Karpathy最新播客：Token没用完让人焦虑，就像患上「AI精神病」,20260322,周日,微信-机器之心,PA-日周++,260328周,
https://mp.weixin.qq.com/s/tvleF2Xdnx3zleriXNG3nQ,精益创业确实是垃圾方法论，另外几个也是｜MindCode周报 No.64,20260322,周日,微信-MindCode,PA-日周++,260328周,
https://mp.weixin.qq.com/s/5f0HLH-TX1RyTMbO_IKQ6w,OpenAI帮助我们反思：壁垒到底在哪里,20231109,周四,微信-hanniman,PB-普,260328周,
https://t.zsxq.com/gdgzU,（为什么不少人觉得，龙虾“用不起来”）,,,星球-AI产品经理大本营,PB-普,260328周,知识星球API返回失败
https://mp.weixin.qq.com/s/hqLS5MLw0zCXGefhmfw30w,余一：如何高效 PUA 100 个 Agent 给我卖命~,20260327,周五,微信-AI炼金术,PB-普,260328周,
https://mp.weixin.qq.com/s/OO851ZeZpU_-wdjOAeEReg,前阿里达摩院科学家放弃卷算力，正偷偷给AI装上“灵魂”,20260323,周一,微信-混沌学园,PB-普,260328周,
https://t.zsxq.com/VaIJG,非常重要_AI时代三重门_20260320,20260320,周五,星球-AI产品经理大本营,PB-普,260328周,
https://mp.weixin.qq.com/s/SPyg43bpF8t4D3y26JJmqg,OpenClaw 之后，我只想未来 3-6 个月的事情｜42章经,20260322,周日,微信-42章经,PB-普,260328周,
https://mp.weixin.qq.com/s/p2KJi3d7o0WRGc-_zjxA3Q,橘子：互联网已死，DAU 是负债，Agent 永生,20260324,周二,微信-AI炼金术,PB-普,260328周,
https://mp.weixin.qq.com/s/huv31nYzRx_vueNhBHEC_w,杨植麟、张鹏、罗福莉等齐聚一堂，他们关于OpenClaw的观点值得一听。,20260327,周五,微信-数字生命卡兹克,PB-普,260328周,
https://mp.weixin.qq.com/s/aGkcjZEXMt1jbLY_HFwn7w,OpenClaw 闭门局：和 30 位创业者一起聊聊，真正值得关注的 Agent 生态位在哪？,20260324,周二,微信-Founder Park,PB-普,260328周,
