链接,标题,日期,星期,来源,精选合集,周报时间,异常信息
https://mp.weixin.qq.com/s/XVln_TXiX44h--GHK_UyHg,对话 Plaud 莫子皓：你还记得 PMF 的感觉吗？,20250925,周四,微信-Founder Park,PA-日周++,250927周,
https://mp.weixin.qq.com/s/si1Kk2PfNLLPJyW7i7kVmw,地瓜机器人秦玉森：具身智能是无限游戏，切忌“刻舟求剑”,20250919,周五,微信-黑智,PA-日周++,250927周,
https://mp.weixin.qq.com/s/FpKYbo3ptY0NiI1GoXpAyA,组织能力才是 AI 公司真正的壁垒｜42章经,20250926,周五,微信-42章经,PA-日周++,250927周,
https://mp.weixin.qq.com/s/z_qMMcQRbLDc6yAAt8n4kA,【实践】YC 合伙人：顶级 AI 创始人怎么找创业点子,20250920,周六,微信-AI炼金术,PA-日周++,250927周,
https://mp.weixin.qq.com/s/o2CaO0hYwrSIYcQZiFvwJQ,A16Z合伙人最新判断：AI法律谁能跑出来，就看这三条,20250925,周四,微信-硅基观察Pro,PA-日周++,250927周,
https://mp.weixin.qq.com/s/HS-3muRwXHp4dgJddvaPsw,【案例】RemoveBG & PhotoRoom：a16z 榜单上居然有两个“抠图”的？,20250925,周四,微信-AI炼金术,PA-日周++,250927周,
https://t.zsxq.com/19xayjZwa,重要_AIGC 2C 商业化的思路_20221213,20221213,周二,星球-AI产品经理大本营,PB-普,250927周,
https://mp.weixin.qq.com/s/Zvh9ggDUMZBJoh8cAsc2sg,【对谈】特赞范凌：创业 10 年老炮的“AI 渡劫”,20250921,周日,微信-AI炼金术,PB-普,250927周,
https://mp.weixin.qq.com/s/WwZsAoozHNYj0B0WmM41iQ,“（LLM产品）评估”背后，再深一层和两层的关键能力，到底是什么,20250107,周二,微信-hanniman,PB-普,250927周,
https://t.zsxq.com/vu9X4,AI日报志愿者的收获价值和申请流程_20250803,20250803,周日,星球-AI产品经理大本营,PB-普,250927周,
https://t.zsxq.com/f4cYm,同一类AI方向，多个AI产品会共存，并且就需要有不同的特点、甚至性格_20250925,20250925,周四,星球-AI产品经理大本营,PB-普,250927周,
https://mp.weixin.qq.com/s/4LD8ndq4vruEl4YZAzM-QQ,犀利与傲慢常被混淆，但本质截然不同 | MindCode 周报,20250921,周日,微信-MindCode,PB-普,250927周,
https://mp.weixin.qq.com/s/W5tCYYc4NPcSw3Q5-qbZWg,AI是中小企业最后的机会,20250921,周日,微信-琢磨事,PB-普,250927周,
https://mp.weixin.qq.com/s/PKs5zmec4sikXqNKwfJg2g,Nano Banana核心团队：图像生成质量几乎到顶了，下一步是让模型读懂用户的intention,20250922,周一,微信-Founder Park,PB-普,250927周,
https://mp.weixin.qq.com/s/fi5g-lTreroURHumQllkWQ,18 年 SEO 增长经验专家：别再收藏各种 AEO 最佳攻略了，自己动手实验才是做好的关键,20250923,周二,微信-Founder Park,PB-普,250927周,
https://mp.weixin.qq.com/s/Z3HDJSdPATSEX08jZQLJyw,硅谷最火岗位来了！100+家AI公司疯抢FDE，连OpenAI都下场招人,20250919,周五,微信-硅基观察Pro,PB-普,250927周,
https://mp.weixin.qq.com/s/tNwJVweHCmtHmP_Ul-sHtQ,920活动总结：MCGA视角下的机器人新变化,20250922,周一,微信-科技暴论,PB-普,250927周,
http://xhslink.com/m/Cgjb2p627j,（AI视频：《花木兰》（一镜到底、水墨画风、3分29秒））,20250922,\,APP-小红书,PA-日周++,250927周,需要登录或无法访问
https://mp.weixin.qq.com/s/pX6nKkGxHe3y-TQQQ6DjEw,我们虚构了一个奶茶品牌，并成功让AI推荐了它,20250922,周一,微信-新榜,PA-日周++,250927周,
http://xhslink.com/o/15qhnopH9dP,（AI视频：《把酒问月·李白》——“碎金”光影的东方美学 （54 秒））,20250923,\,APP-小红书,PB-普,250927周,需要登录或无法访问
http://xhslink.com/o/GkT0jAhpzn,（AI动画短片：《告别》（印象风水彩，2分26秒））,20250925,\,APP-小红书,PB-普,250927周,需要登录或无法访问
http://xhslink.com/o/3WjTwRxqiHc,（AI视频：《清明上河图》——古人的汴京Citywalk Vlog（1分19秒））,20250924,\,APP-小红书,PB-普,250927周,需要登录或无法访问
https://mp.weixin.qq.com/s/7UHkF7unFXuYl1sYsNJOSA,ChatGPT Pulse 发布：主动开启对话,20250926,周五,微信-赛博禅心,PA-日周++,250927周,
https://mp.weixin.qq.com/s/x7RCzHUQC0g0Ju8wGgp7LA,ChatGPT新功能，抢占你早上第一个打开的App,20250926,周五,微信-量子位,PB-普,250927周,
https://mp.weixin.qq.com/s/upw7Ifzowegj_C0n82NMZw,用 1/1000 的参数打穿大模型：我为什么强烈推荐 PaddleOCR,20250920,周六,微信-MacTalk,PB-普,250927周,
https://www.paddleocr.ai/latest/version3.x/pipeline_usage/OCR.html,使用教程 - PaddleOCR 文档,20250921,\,,PB-普,250927周,未提取来源信息
https://mp.weixin.qq.com/s/HfLuT1zVqO2nNmWtJ7ULyA,Embodied Arena：业界首个统一具身大脑评测平台重磅发布，30+模型全面对比揭示关键洞察,20250923,周二,微信-AI科技评论,PB-普,250927周,
https://embodied-arena.com/,Embodied Arena,20250924,\,,PB-普,250927周,未提取来源信息
https://github.com/x1xhlol/system-prompts-and-models-of-ai-tools,"GitHub - x1xhlol/system-prompts-and-models-of-ai-tools: FULL Augment Code, Claude Code, Cluely, CodeBuddy, Comet, Cursor, Devin AI, Junie, Kiro, Leap.new, Lovable, Manus, NotionAI, Orchids.app, Perplexity, Poke, Qoder, Replit, Same.dev, Trae, Traycer AI, VSCode Agent, Warp.dev, Windsurf, Xcode, Z.ai Code, Dia & v0. (And other Open Sourced) System Prompts, Internal Tools & AI Models · GitHub",20250924,\,Web-GitHub,PB-普,250927周,未提取日期
https://mp.weixin.qq.com/s/Kgd7pU8s55NetHhHlv6-dQ,朱啸虎：搬到新加坡也没用！AI公司别装，“装”只会浪费时间 | 前沿在线,20250922,周一,微信-前沿在线,PA-日周++,250927周,
https://mp.weixin.qq.com/s/Dd0L3ZDYeE2X3cc6hk1TFw,星链手机要来了！马斯克预计：两年内随时随地看视频，不用再忍运营商套路 |【经纬低调分享】,20250922,周一,微信-经纬创投,PA-日周++,250927周,
https://mp.weixin.qq.com/s/K_d2sLNF7jQdSebD7HM4eg,英伟达要做Robotaxi，采用端到端+强化学习｜36氪独家,20250918,周四,微信-36氪汽车,PA-日周++,250927周,
https://mp.weixin.qq.com/s/nY1eY0OMd3c-srfwkGMdHA,陈天桥旗下AI公司MiroMind打造全球顶尖预测型大模型，性能登顶行业基准,20250920,周六,微信-机器之心,PA-日周++,250927周,
https://mp.weixin.qq.com/s/mm4Q92GqNqH7578asdfw8A,硅谷AI前线考察笔记,20250914,周日,微信-Yijing思学,PB-普,250927周,
https://mp.weixin.qq.com/s/3ZlDlkrEj01ftgeGOtrnsw,飞轮「倒转」，灵巧手厂商困在夹缝里,20250917,周三,微信-雷峰网,PB-普,250927周,
https://mp.weixin.qq.com/s/WVqdO3q0YOneHl8jRDn4yg,英伟达投资OpenAI-1000亿美金，梯云纵的极限,20250923,周二,微信-屠龙之术,PB-普,250927周,
https://mp.weixin.qq.com/s/-1OVLug7vlUDKwISQPpsAw,老黄9亿美元再投AI Infra，这次直接打包带走CEO和核心技术,20250921,周日,微信-量子位,PB-普,250927周,
https://mp.weixin.qq.com/s/blRIrWl7STAKPJBum0DMTQ,老黄刚投的具身智能公司：三个华人创办,20250922,周一,微信-链感AI,PB-普,250927周,
https://mp.weixin.qq.com/s/7jqO0u0R3k575T3Kdi3OnQ,Hinton预言错了！年薪狂飙52万美元，AI没有「干掉」放射科医生,20250926,周五,微信-甲子发现,PB-普,250927周,
https://mp.weixin.qq.com/s/CAU-w3FcXwiLZb-haY3XxQ,扎克伯格一口气发布三款AI眼镜，但一个小功能却显示了新风口！,20250923,周二,微信-全球风口,PB-普,250927周,
https://mp.weixin.qq.com/s/Jq8SV_PgyALpK6E2XwKpSA,刚刚，Meta挖走OpenAI清华校友宋飏，任超级智能实验室研究负责人,20250925,周四,微信-机器之心,PB-普,250927周,
https://m.okjike.com/originalPosts/68d68d4444c92231e3e7b0c4,Kimi终于带来了他们的Agent模式「OKComputer」，而且给了所有之前打赏过的用户提前体验的资格。,20250926,周五,APP-即刻,PB-普,250927周,
https://mp.weixin.qq.com/s/mcFatd30cC1Ee16kUZg8_w,阿里一口气发了N款新模型，让我们向源神致敬。,20250924,周三,微信-数字生命卡兹克,PB-普,250927周,
https://chat.qwen.ai/,Qwen Studio,20250925,\,,PB-普,250927周,未提取来源信息
https://tongyi.aliyun.com/,通义实验室,20250925,\,,PB-普,250927周,未提取来源信息
https://mp.weixin.qq.com/s/j260Cjij44EWP0ec0oTt7w,跑在系统上的 Agent，由阶跃星辰发布,20250924,周三,微信-赛博禅心,PB-普,250927周,
https://mp.weixin.qq.com/s/ZelTyNJwFKxlP0q-jvF9Kw,从大厂离职创业做硬件，真值那么多钱？,20250916,周二,微信-暗涌Waves,PB-普,250927周,
https://mp.weixin.qq.com/s/GiisE2reT7DSUp4yZlwMQg,秘塔AI放大招！「边想边搜边做」，内置20+智能体，想法一键实现,20250924,周三,微信-新智元,PB-普,250927周,
https://metaso.cn/,秘塔AI搜索,20250926,\,,PB-普,250927周,未提取来源信息
https://mp.weixin.qq.com/s/TgfMXyh70CDirnn5IBY6fA,致具身智能创业者：智元「创投A计划」启动招募,20250924,周三,微信-Z Potentials,PB-普,250927周,
https://mp.weixin.qq.com/s/-Ur8fYs_EIhad6uT6ek6DA,手机端侧大模型测评结果发布！（SuperCLUE-OnDevice）,20250924,周三,微信-CLUE中文语言理解测评基准,PB-普,250927周,
https://mp.weixin.qq.com/s/LZcfYqHR2Zl6GnBtzLuMSg,为什么不建议构建多智能体？《Don’t Build Multi-Agents》博客解读,20250613,周五,微信-CyPaul Space,PA-日周++,250927周,
https://mp.weixin.qq.com/s/SCyon1FctJauDKMtvu3wXQ,Anthropic谈如何构建生产级多智能体系统,20250615,周日,微信-AI工程化,PB-普,250927周,
https://mp.weixin.qq.com/s/3t4PjpZcMVU1wCO0ThUs2A,超越 Prompt 和 RAG，「上下文工程」成了 Agent 核心胜负手,20250917,周三,微信-海外独角兽,PB-普,250927周,
https://mp.weixin.qq.com/s/YaEJDuEbldLyPFDML2DXSQ,27亿美元天价回归！谷歌最贵「叛徒」、Transformer作者揭秘AGI下一步,20250922,周一,微信-新智元,PB-普,250927周,
https://mp.weixin.qq.com/s/-5lMX9oVHn6x0NI6QEZrrA,RL Infra 行业全景：环境和 RLaaS 如何加速 RL 的 GPT-3 时刻,20250924,周三,微信-海外独角兽,PB-普,250927周,
https://t.zsxq.com/4cSOq,周日换频道（291）_「成长搭子群」内部分享精选21（10个内容点）_20250921,20250921,周日,星球-AI产品经理大本营,PA-周++,250927周,
http://xhslink.com/o/68ygtkpX913,（AI视频：《同山河 · 共中秋》（47秒））,20250926,\,APP-小红书,PB-日,250927周,需要登录或无法访问
http://xhslink.com/m/6u6oZA29ChA,（AI视频：《ONLY新疆——印象篇》——为新疆文旅AI大赛创作的系列短片（1分12秒））,20250921,\,APP-小红书,PB-日,250927周,需要登录或无法访问
