链接,标题,日期,星期,来源,精选合集,周报时间,异常信息
https://mp.weixin.qq.com/s/v6ufzVlrsP4va9DO7AouwA,14天造出一台AI Native计算机：Happycapy 和下一代人机协作的故事,20260328,周六,微信-向阳乔木推荐看,PA-日周++,260404周,
https://mp.weixin.qq.com/s/HUbGS3ddYqv_-QUTEu3JiQ,The Book of Elon: 最具价值的35条核心洞见,20260331,周二,微信-Simon生活随笔,PA-日周++,260404周,
https://m.okjike.com/reposts/69c883b651449d16de2b8cac,来一个说人话版本  互联网和 AI 产品，在底层上，都是在对 - 即刻App,20260330,\,,PA-日周++,260404周,未提取来源信息
https://mp.weixin.qq.com/s/yKebVH7BAQsXFlkhDaGeBg,Claude Code 源码泄漏了，但我不打算写源码分析分析文章,20260401,周三,微信-宝玉AI,PB-普,260404周,
https://github.com/claude-code-best/claude-code,"GitHub - claude-code-best/claude-code: 原汁原昧 Claude Code 可运行,可构建, 可调试版; Typescript 类型全修复; 企业级可靠性; 安全无毒, lock 文件保真, 可直接 bun i; bun run dev 启动 · GitHub",20260402,\,Web-GitHub,PB-普,260404周,未提取日期
https://mp.weixin.qq.com/s/9ejYjBP-hmmz6lliDbROjg,如何在AI时代，找回你被埋没的创造力。,20260331,周二,微信-数字生命卡兹克,PB-普,260404周,
https://mp.weixin.qq.com/s/VzJSS0magtMAEg-vv4H2Jw,Anthropic产品副总裁：构建加速了，但“知道造什么”仍需时间积累丨Every,20260327,周五,微信-晚点再听LaterCast,PB-普,260404周,
https://mp.weixin.qq.com/s/ukObromqpNfDaOHqxKCFzA,到底什么能力AI无法取代,20260328,周六,微信-琢磨事,PB-普,260404周,
https://mp.weixin.qq.com/s/3h4RsEa8-IpJb2TSA5LV2Q,60%用户还在乱养虾！9位大神亮招：有人多赚一笔钱，有人多睡1小时｜量子位沙龙,20260328,周六,微信-量子位,PB-普,260404周,
https://mp.weixin.qq.com/s/giwwCOYkM9INW5MBiLFJhw,AI圈三大不懂装懂的业余病,20260331,周二,微信-刘小排r,PB-普,260404周,
https://mp.weixin.qq.com/s/g6QwrCRKesifCEgOVXsQtQ,我们是如何定义 OpenClaw for Teams 新产品形态的｜42章经,20260329,周日,微信-42章经,PB-普,260404周,
https://mp.weixin.qq.com/s/ZQqdOkx7-7ZQBHAWd1QrSA,让“龙虾”等真正可控的必经之路,20260329,周日,微信-琢磨事,PB-普,260404周,
https://mp.weixin.qq.com/s/9qI83Ne-Ac_R9y-yJ6SVnQ,Harness is the New Dataset：模型智能提升的下一个关键方向,20260326,周四,微信-海外独角兽,PB-普,260404周,
https://mp.weixin.qq.com/s/tjzWyvA8Am1PbS0dEd7xpw,前端大神Cheng Lou新项目火了！「文字绕图」玩法炸裂，Bad Apple新版火出圈,20260330,周一,微信-机器之心,PA-日周++,260404周,
https://m.okjike.com/originalPosts/69c89cb79f3cd84f6569a636,歸藏17天前昨天最牛逼的开源项目 Pretext快速而且精准的文本测量算法，可以实现类似报纸的动态图文环绕效果。,20260329,周日,APP-即刻,PB-普,260404周,
