序号,URL,链接文字,是否重要,周报时间
1,https://mp.weixin.qq.com/s/iCcY7dqD0es5fNusyHUL_w,一人公司（OPC，One Person Company）的分水岭：人退出，公司还能不能运转,是,260124周
2,https://t.zsxq.com/LlHNW,现阶段，亲自学用Agent的必要性，到底在哪里？ 自己不直接用Agent，而是带真人团队、让成员用Agent，行不行？,是,260124周
3,https://mp.weixin.qq.com/s/s_L2EIZ8biy89X4VVmsknQ,曲凯对谈张津剑：All in AI 的第一个三年,是,260124周
4,https://t.zsxq.com/bKdCu,泡沫怎么来的 and 会怎么破灭_20251013,是,260124周
5,https://mp.weixin.qq.com/s/P5zrMk41DqrVIUxetJ8idA,只知定“量”分析，不知定“性”分析的管理者，往往看不见未来,否,260124周
6,https://t.zsxq.com/vu9X4,https://t.zsxq.com/vu9X4,否,260124周
7,https://mp.weixin.qq.com/s/JM1JVFtvhLUn3FVMpoYtRg,MindCode周报57期,否,260124周
8,https://t.zsxq.com/184HAdlHE,成长的底层逻辑（3）,否,260124周
9,https://mp.weixin.qq.com/s/MdDnHWUWlsYfu2WsEbRuTg,AI硬件交流纪要（2026.1）,否,260124周
10,https://mp.weixin.qq.com/s/e1da4Zm3SYjUFIMZJtbeog,Demis Hassabis预测：有望在5年内见证AGI降临，还差一两个技术突破——世界模型和智能体系统,否,260124周
11,https://mp.weixin.qq.com/s/JPz6g4giSQxvDkZ66SdE2w,AI Agent：新体验替代旧体验，未来何时到来？,否,260124周
12,https://mp.weixin.qq.com/s/Z4x0EHmyhDQ5ZT8lg_hGsg,一文讲透华为“干部轮岗”机制,否,260124周
13,https://mp.weixin.qq.com/s/zxTSw4wvQZHUjYgqRHCADw,2025 消费级 AI：模型巨头拿走心智，真正的机会，在“有观点的应用层”,否,260124周
14,https://mp.weixin.qq.com/s/2MujxIHzsaaYBEbbE-55YA,AI 时代的 Super App 之战丨周亚辉投资笔记,否,260124周
15,https://mp.weixin.qq.com/s/i4jxcaNUmN38IlxleL2T6Q,OpenAI CFO：算力即营收,否,260124周
16,https://mp.weixin.qq.com/s/Pg05doYWNaTjPQnR6E0n_Q,三个最具潜力的AI应用方向,否,260124周
17,https://mp.weixin.qq.com/s/e2Zg2NzU8aRFyKzBVqFaXg,AI 时代的真正冲击：不是失业，而是工资制度本身的衰亡,否,260124周
18,https://mp.weixin.qq.com/s/dj-7lsrP1GOKvXJTXteO4w,AI Coding在大厂提效不明显，主要是组织流程不适配，汽油发动机套在马车上跑,否,260124周
19,https://t.zsxq.com/q5BuB,近期具身智能相关7篇文章汇总,否,260124周
20,https://mp.weixin.qq.com/s/zHBpwVXXxUwaho76h2sswA,《卢浮宫小猫》AI视频创作心得分享,否,260124周
21,https://weibo.com/1757693565/PgTMY5swa,微博置顶,否,260124周
22,https://mp.weixin.qq.com/s/lc7UAnY9VxKmWP-HCCAsZQ,a16z是如何运转的,否,260124周
23,https://www.xiaohongshu.com/discovery/item/6965c007000000000b013367?source=webshare&xhsshare=pc_web&xsec_token=ABJv75Vu81ajwMw1RY_a1gABduc24unybFvmL1VSkNsMM=&xsec_source=pc_share,AI莫奈风宣传片「喜鹊看房记：宁波寻屋之旅」（2分钟）,否,260124周
