链接,标题,日期,星期,来源,精选合集,周报时间,异常信息
https://mp.weixin.qq.com/s/gKq3a4WPEZU5gS0R74ihnQ,Mercor 高速增长的秘诀与其中的聪明人｜42章经,20250914,周日,微信-42章经,PA-日周++,250920周,
https://mp.weixin.qq.com/s/UnvvJdIH00vNoxjtc4_rVQ,a16z联创霍洛维茨：如何成为卓越的CEO和产品经理，OpenAI拥有极难被撼动的护城河,20250912,周五,微信-瓜哥AI新知,PA-日周++,250920周,
https://mp.weixin.qq.com/s/UNVxPBVZKh8j7CyQ6PHJtg,假如你是个AI，看看世界后会看到些啥！,20250915,周一,微信-琢磨事,PA-日周++,250920周,
https://mp.weixin.qq.com/s/vyJ2HkX-9yELnTE4ZNkH9w,深度 | AI领域10个非共识认知（8000字长文，90分钟直播回放）,20231201,周五,微信-hanniman,PR_引用,250920周,
https://mp.weixin.qq.com/s/1ZY-6bgoU4Oqnb3tnKuc0A,AI播客的未来是成为每个人的音频助手，事实性、完整性和活人感都很重要｜对话ListenHub,20250916,周二,微信-量子位智库,PA-日周++,250920周,
https://t.zsxq.com/BCUOS,OpenAI为什么可能被低估？Anthropic 创始人为什么那么反华？_20250919,20250919,周五,星球-AI产品经理大本营,PB-普,250920周,
https://mp.weixin.qq.com/s/GR62efibku0qJ-nptGg8HQ,喝点VC｜a16z合伙人Chris：付费软件正在复兴，现如今对细分垂直领域初创而言是个令人激动的时刻,20250919,周五,微信-Z Potentials,PB-普,250920周,
https://mp.weixin.qq.com/s/6wnqZSl7JA8hqTWgHuxFsQ,【洞见】Chris Dixon：驾驭指数级力量，打造 AI 原生应用,20250916,周二,微信-AI炼金术,PB-普,250920周,
https://mp.weixin.qq.com/s/6ylovLcyW9ANuZiqSj8Jgw,Monthly AI Investment Ideas: 看好的、不看好的和没想清楚的,20250911,周四,微信-馏言 Distilled Tokens,PB-普,250920周,
https://mp.weixin.qq.com/s/ulUHmx5gTrssTsbIOGLmFA,AI 成为美股投资最大主题：“这不是 ROI 问题，是生存问题”,20250917,周三,微信-晚点LatePost,PB-普,250920周,
