链接,标题,日期,星期,来源,精选合集,周报时间,异常信息
https://t.zsxq.com/VaIJG,非常重要_AI时代三重门_20260320,20260320,周五,星球-AI产品经理大本营,PB-普,260321周,
https://t.zsxq.com/5guRP,重要_龙虾这波，到底要不要跟？（OpenClaw 和 Claude Code，是不同“品类”）_20260319,20260319,周四,星球-AI产品经理大本营,PA-周++,260321周,
https://t.zsxq.com/Tjf7V,重要_对话型AI助手（ChatGPT）、Claude Code、OpenClaw，三者如何区别_20260318,20260318,周三,星球-AI产品经理大本营,PA-周++,260321周,
https://mp.weixin.qq.com/s/V_-G5VERcvD6EyWgKq83vw,熬到规则逆转,20260319,周四,微信-程苓峰,PA-日周++,260321周,
https://t.zsxq.com/xQTcd,重要_AI 2.5时代，带来新的 big 机会_20260212,20260212,周四,星球-AI产品经理大本营,PB-普,260321周,
https://mp.weixin.qq.com/s/Hb-DrJq4CV8iOgdpTiDiTQ,余一：AI 养蛊，在 OpenClaw 之前,20260317,周二,微信-AI炼金术,PA-日周++,260321周,
https://mp.weixin.qq.com/s/gorKMnrN0BfLhKFBA7NZlQ,对话历史学家马拉比：哈萨比斯像奥本海默，奥尔特曼比他差远了丨甲子光年,20260314,周六,微信-甲子光年,PA-日周++,260321周,
https://t.zsxq.com/nAtlI,重要_AGI真的会在3~7年内到来？_20241114,20241114,周四,星球-AI产品经理大本营,PA-周++,260321周,
https://mp.weixin.qq.com/s/JWV1lLuUIGMgvKIsu44CwQ,要警惕AI叙事被“Web3化” | MindCode 周报No.63,20260315,周日,微信-MindCode,PA-日周++,260321周,
https://mp.weixin.qq.com/s/XYKsMeUDRq2CGsisfNu3iA,优化胜率而非赔率，把一件事做到理论上该有的样子｜42章经,20260315,周日,微信-42章经,PB-普,260321周,
https://mp.weixin.qq.com/s/eZSGDoLiWU3bYaFiabq-AQ,hanniman 1v1 咨询,20250831,周日,微信-hanniman,PB-普,260321周,
https://t.zsxq.com/5O4lt,宣布一个重要福利机会，真的非常在意自己成长的团员，一定要看_20240915,20240915,周日,星球-AI产品经理大本营,PB-普,260321周,
https://t.zsxq.com/GRXl8,重要_我终于也养上了小龙虾，但关键其实在于，我是怎么跨过“没足够动力开始vibe coding”的心理阈值的？_20260316,20260316,周一,星球-AI产品经理大本营,PA-周++,260321周,
https://mp.weixin.qq.com/s/zKQAHYvysiczfNiJIlIHsQ,曾鸣教授：战略的核心本质是取舍与结构化思考，建立稳定的判断体系丨【亿万笔记】,20260318,周三,微信-经纬创投,PB-普,260321周,
https://mp.weixin.qq.com/s/TIRSH_Yh8sonqbc8gl3CuQ,信任，AI之下的关键价值锚点,20260315,周日,微信-琢磨事,PB-普,260321周,
https://mp.weixin.qq.com/s/uEIYR88LWpkeoU1xVx1NhQ,skills将成为未来个人生产力资产 | Claude Cowork核心人员对话实录,20260319,周四,微信-人工智能学家,PB-普,260321周,
https://mp.weixin.qq.com/s/zABBY8WOnWZM-26COUMEVg,不要建一千个 Agent：Ramp 如何用一个 Agent 搞定金融自动化,20260316,周一,微信-宝玉AI,PB-普,260321周,
https://t.zsxq.com/2GVOT,非常重要_The Bitter Lesson 2.0：必须端到端（产品角度、不是技术角度）_20250214,20250214,周五,星球-AI产品经理大本营,PB-普,260321周,
https://t.zsxq.com/15xTfZ4Zo,（AI产品方法论之“一个AI大脑供两端Agent”）,,,星球-AI产品经理大本营,PB-普,260321周,知识星球API返回失败
https://t.zsxq.com/15Oxpak00,双边平台Agent的机会，可能在长尾场景匹配优质用户（转化率高的）_20231219,20231219,周二,星球-AI产品经理大本营,PB-普,260321周,
https://mp.weixin.qq.com/s/KkpspzWlY_I77vvLPanSBA,（K-Scale Labs 团队解散，前coo 长文复盘失败原因）,20260315,\,微信X失效,PB-普,260321周,未提取日期
https://mp.weixin.qq.com/s/ugkeUoxFjXPyOGyh37uOBQ,工作被AI抢了？答案可能和你想的不一样,20260319,周四,微信-硅基观察Pro,PB-普,260321周,
https://mp.weixin.qq.com/s/YizWOSKBqs2AC1mpqX6GTw,黄仁勋对话 10 位开源 AI 掌门人：未来算力将向后训练倾斜，OpenClaw 开启了现代计算机的新想象｜GTC 2026,20260320,周五,微信-AI科技大本营,PB-普,260321周,
https://mp.weixin.qq.com/s/26j0Puh0_WorPGf4Pkv9TQ,AI时代的三大护城河：为什么你只有12个月时间,20260320,周五,微信-深思圈,PB-普,260321周,
https://mp.weixin.qq.com/s/Faz_ujepc19MPnTFkgiBqQ,全场炸锅：给机器人连上龙虾，它开始见人就喊,20260314,周六,微信-傅盛,PA-日周++,260321周,
https://mp.weixin.qq.com/s/kPEyL3NDPAQYp7sFl5eE4w,一个开源的AI《史记》知识库与26个可复用构造知识库Skill，57万字史记，10万个实体、3185个事件、7652条关系全部结构化,20260316,周一,微信-01fish,PA-日周++,260321周,
https://github.com/baojie/shiji-kb,GitHub - baojie/shiji-kb · GitHub,20260319,\,Web-GitHub,PB-普,260321周,未提取日期
https://mp.weixin.qq.com/s/u4kHDdZHXLMGuBMZOlOmcg,给《史记》加上语法高亮：一个人+一群AI的55小时,20260308,周日,微信-01fish,PB-普,260321周,
https://baojie.github.io/shiji-kb,史记知识库 - AI驱动的历史知识图谱,20260319,\,Web官方,PB-普,260321周,未提取来源信息
https://www.xiaohongshu.com/discovery/item/69b2c1fa000000001b014fe3?source=webshare&xhsshare=pc_web&xsec_token=ABuLhc2OPyqZXsloauxxjkchinPFul_XGIzIyh2yHfAtw=&xsec_source=pc_share,（AI科幻短片「奥尔特云边界」（8分19秒））,20260316,\,APP-小红书,PB-普,260321周,需要登录或无法访问
https://www.xiaohongshu.com/discovery/item/69b3e98a0000000021013cbc?source=webshare&xhsshare=pc_web&xsec_token=AB-pQscnHoffYLmqhEzW5ukcTGyW6Fm3wnW7sgFSzN_eA=&xsec_source=pc_share,（AI羊毛毡风动画「玛依拉去哪了」（2分15秒））,20260317,\,APP-小红书,PB-普,260321周,需要登录或无法访问
https://m.okjike.com/originalPosts/69ba9174c5a1d4e649e4b22d,海辛Hyacinth28天前山河醒，燕归来。,20260318,周三,APP-即刻,PB-普,260321周,
https://mp.weixin.qq.com/s/ukHZ3Ehd55PGz2ReVULhRg,每月花 1000 美金用 AI，我总结了一套工具分工,20260312,周四,微信-小北的梦呓,PA-日周++,260321周,
https://aicodewith.com/zh/login?tab=register&invitation=7FGLACG5,AI Code With Console,20260318,\,,PB-普,260321周,未提取来源信息
https://mp.weixin.qq.com/s/GV7FHanAr6MyAW6UiKr7sw,OpenClaw 这个 Skill，真的太省 Token 了。,20260313,周五,微信-AI产品阿颖,PB-普,260321周,
https://clawhub.ai/ide-rea/baidu-search,Baidu Search — ClawHub,20260319,\,,PB-普,260321周,未提取来源信息
https://console.bce.baidu.com/qianfan/ais/console/apiKey,百度智能云千帆大模型平台,20260319,\,,PB-普,260321周,未提取来源信息
https://mp.weixin.qq.com/s/XopaISgwzSgoqZctym_Ajg,分享10个你可能不知道的Claude Code隐藏命令。,20260320,周五,微信-数字生命卡兹克,PB-普,260321周,
https://mp.weixin.qq.com/s/Vj6BvmaM5XZzgRlBCKDwhw,腾讯出手，第一个小龙虾安全管家它来了。,20260316,周一,微信-数字生命卡兹克,PB-普,260321周,
https://guanjia.qq.com/main.html,安全防护_一键杀毒_垃圾清理_软件管理_AI办公工具_腾讯电脑管家,20260317,\,,PB-普,260321周,未提取来源信息
https://mp.weixin.qq.com/s/rX7-bIcgJ6ssbiFsoYeKcg,Claude Code 新功能 memory.md 让项目拥有全局记忆,20260303,周二,微信-JAVA架构日记,PB-普,260321周,
https://mp.weixin.qq.com/s/ljMffydOigAl1muyLFhQhw,可能是龙虾提取任何网页的终极方案,20260316,周一,微信-网罗灯下黑,PB-普,260321周,
https://github.com/shirenchuang/web-content-fetcher,GitHub - shirenchuang/web-content-fetcher · GitHub,20260321,\,Web-GitHub,PB-普,260321周,未提取日期
https://mp.weixin.qq.com/s/l7ZSPkbWhmawOmLTGfe5tw,Anthropic 和 OpenAI 同时开始撒钱倾销，AI的“外卖大战”来了,20260315,周日,微信-刘小排r,PB-普,260321周,
https://mp.weixin.qq.com/s/GZWCHdl1KtKnQWJnQW_gtQ,限时14天！Claude推「错峰双倍」特权，国内用户天降「时差红利」,20260315,周日,微信-新智元,PB-普,260321周,
https://mp.weixin.qq.com/s/uHBsieLG82thJefXG7mnZA,三分钟手机实现「养虾」自由，阿里云出品，安全稳定，限时免费！,20260314,周六,微信-机器之心,PB-普,260321周,
https://jvs.wuying.aliyun.com/,无影云电脑控制台,20260315,\,,PB-普,260321周,未提取来源信息
https://mp.weixin.qq.com/s/Vmr3dF47arSdVmhlbk0mIQ,22岁，他成了OpenClaw全球前25贡献者里唯一的华人,20260316,周一,微信-天际科技投资,PB-普,260321周,
https://mp.weixin.qq.com/s/R7HBEfO2NyTEl9rANnkDrg,新规矩：龙虾惹祸，主人担责！,20260317,周二,微信-新智元,PB-普,260321周,
https://mp.weixin.qq.com/s/a1G5WB2sEqs6kq1iFSks6A,小智AI才是真正的具身智能,20260317,周二,微信-葬AI,PB-普,260321周,
https://github.com/78/xiaozhi-esp32,GitHub - 78/xiaozhi-esp32: An MCP-based chatbot | 一个基于MCP的聊天机器人 · GitHub,20260318,\,Web-GitHub,PB-普,260321周,未提取日期
https://mp.weixin.qq.com/s/1FFZ4T7yk_eE-tSY5kg0Mw,一文总结刚刚的飞书新品发布会 - 向Agent平台的跃迁。,20260319,周四,微信-数字生命卡兹克,PB-普,260321周,
https://aily.feishu.cn/,飞书 aily｜飞书旗下智能体平台 ，AI智能伙伴与智能体定制 - 飞书 aily官网,20260321,\,,PB-普,260321周,未提取来源信息
https://mp.weixin.qq.com/s/nfWefzcRMWEW2N8EK60CiQ,刚刚，英伟达龙虾登场！黄仁勋准备冲击万亿收入 |【经纬低调分享】,20260317,周二,微信-经纬创投,PB-普,260321周,
https://mp.weixin.qq.com/s/p_lkCoNqm8XArWikmt1pFQ,AI战争机器Palantir创始人彼得·蒂尔，今日举办绝密集会，反AI监管,20260316,周一,微信-新智元,PB-普,260321周,
https://mp.weixin.qq.com/s/grWJ9EH_4RdeLymRetAT4w,Kimi新架构让马斯克叹服！17岁高中生作者一战成名,20260317,周二,微信-量子位,PB-普,260321周,
https://mp.weixin.qq.com/s/mitKxUx9RIv8mo5T8eCHhg,提示词工程、上下文工程都过时了，现在是 Harness Engineering 的时代,20260313,周五,微信-Founder Park,PA-日周++,260321周,
https://openai.com/index/harness-engineering/,（OpenAI实验）,20260315,\,,PB-普,260321周,未提取来源信息
https://mp.weixin.qq.com/s/M5OucAQKp3qL4NqYLRt4lw,构建 AI Agent 系统的三个核心模式,20260314,周六,微信-深思圈,PB-普,260321周,
https://mp.weixin.qq.com/s/BKJq0HIe7TpsUUaT6mzSKA,OpenClaw 背后核心框架 Pi：好的 Coding Agent 应该让用户来决定需要什么,20260317,周二,微信-Founder Park,PB-普,260321周,
https://mp.weixin.qq.com/s/yL9YHzyOkgEzL8eVR2K44w,GTC 巅峰对话 Jeff Dean x Bill Dally：预训练范式已死、延迟瓶颈不在计算、谈透 AI 五年未来 | GTC 2026,20260319,周四,微信-AI科技大本营,PB-普,260321周,
https://t.zsxq.com/4DKN6,周日换频道（303）_「成长搭子群」内部分享精选26（10个内容点）_20260315,20260315,周日,星球-AI产品经理大本营,PA-周++,260321周,
https://www.xiaohongshu.com/explore/69b516c70000000023015001?app_platform=android&ignoreEngage=true&app_version=9.21.0&share_from_user_hidden=true&xsec_source=app_share&type=video&xsec_token=CB0E_vrSF89lunckDUJUhkiQbzYeckslZxnOHD_PeWGpQ=&author_share=1&shareRedId=ODo7MzQ8Rjs2NzUyOTgwNjdGOTk9S0tA&apptime=1773673086&share_id=1c7e3a34652a4336bf714751318095ca&share_channel=copy_link&appuid=649317b2000000001c029fe7&xhsshare=CopyLink,AI短片《远行》正式上线！拾起儿时的自己 - 小红书,20260318,\,,PB-日,260321周,未提取来源信息
https://mp.weixin.qq.com/s/PIOh_aXVuNUT27G5UoKCkw,独家对话谢赛宁：逃出硅谷！,20260316,周一,微信-语言即世界language is world,PB-日,260321周,
https://www.xiaohongshu.com/discovery/item/69ad445b00000000150232ad?source=webshare&xhsshare=pc_web&xsec_token=ABZ8cEpJT-yF-H_XjTwYM65P-i9--eCq4YWWjwmqzss40=&xsec_source=pc_share,（AI短片「跟新」（4分36秒））,20260315,\,APP-小红书,PB-日,260321周,需要登录或无法访问
