链接,标题,日期,星期,来源,精选合集,周报时间,异常信息
https://t.zsxq.com/xQTcd,重要_AI 2.5时代，带来新的 big 机会_20260212,20260212,周四,星球-AI产品经理大本营,PA-周++,260214周,
https://mp.weixin.qq.com/s/euq7BYJTMVU7QdpwRC_eKw,2026年最值钱的个人资产：不是房不是股，而是你的“认知供应链”,20260213,周五,微信-全球风口,PA-日周++,260214周,
https://mp.weixin.qq.com/s/9MKq3jRNsorCVnA6vWQIDg,闭门探讨：130位AI创业者，对Clawdbot和下一代AI产品的39条思考,20260205,周四,微信-Founder Park,PA-日周++,260214周,
https://mp.weixin.qq.com/s/cu9zHEkhsLZ7AxPUrUOFcw,王慧文欲投资OpenClaw赛道，再发英雄帖：「需要融资的欢迎联系我」,20260207,周六,微信-量子位,PB-普,260214周,
https://mp.weixin.qq.com/s/Smu8m4Xn0GXL_RaVrev7LA,不行的还是不行,20260204,周三,微信-程苓峰,PB-普,260214周,
https://mp.weixin.qq.com/s/cJBh80KbpakKN0f5qkSX6Q,Claude Code和OpenClaw有什么区别？不就是用IM给Claude Code发信息吗？,20260207,周六,微信-刘小排r,PB-普,260214周,
https://mp.weixin.qq.com/s/bI8xqK5QLBorA-Dob0xRSw,用了两周OpenClaw后，决定今年不招人类员工了,20260204,周三,微信-刘小排r,PB-普,260214周,
https://mp.weixin.qq.com/s/_eNF9oYFDFqUEOEzw0qsGg,深度讨论 OpenClaw：高价值 Agent 解锁 10x Token 消耗，Anthropic 超越微软之路开启,20260205,周四,微信-海外独角兽,PA-日周++,260214周,
https://mp.weixin.qq.com/s/yDqWga_GX3R2K6Pz5RabAQ,Anthropic 首席产品官访谈实录：先做一个还不能用的产品，然后等大模型迭代,20260208,周日,微信-高飞的电子替身,PA-日周++,260214周,
https://mp.weixin.qq.com/s/PH6eUFfuqlhiQb47g67LYA,新华社专访王兴兴：最难的时候，账上只有10万元,20260131,周六,微信-笔记侠,PA-日周++,260214周,
https://mp.weixin.qq.com/s/cX3bYrI9Sq7sOJj0E6V9IQ,互联网已死，Agent 永生,20260209,周一,微信-AGENT橘,PA-日周++,260214周,
https://mp.weixin.qq.com/s/YU73KVWQWoBDL_l0KnDTXA,深度 | 关于AIGC商业化的13个非共识认知（8000字长文）,20230906,周三,微信-hanniman,PR_引用,260214周,
https://mp.weixin.qq.com/s/I95PLtsvSpaZc3OnoxfYiw,佛祖也写免责声明？和你的prompt有什么关系 ｜MindCode周报 No.60,20260208,周日,微信-MindCode,PA-日周++,260214周,
https://mp.weixin.qq.com/s/WwZsAoozHNYj0B0WmM41iQ,“（LLM产品）评估”背后，再深一层和两层的关键能力，到底是什么,20250107,周二,微信-hanniman,PB-普,260214周,
https://mp.weixin.qq.com/s/mvM7C6GEFAF9NyALl8IV6Q,也许AI在智能“深度”上，已能做到95分位了，而不仅是常规“以为”的7、80分位,20250730,周三,微信-hanniman,PB-普,260214周,
https://mp.weixin.qq.com/s/fTHbpctWupKohJzEEn-fbg,OpenClaw 爆了，然后呢？,20260210,周二,微信-琢磨事,PA-日周++,260214周,
https://mp.weixin.qq.com/s/n-uhHp3iGLbTqvPL4E41kg,既然 AI 越来越聪明，那么学习提示词不是浪费时间吗？,20260209,周一,微信-宝玉AI,PA-日周++,260214周,
https://mp.weixin.qq.com/s/G_9AqEeWcXuGxqs9VxL_GA,AI产品经理的3个新增核心技能点,20251114,周五,微信-hanniman,PR_引用,260214周,
https://mp.weixin.qq.com/s/eBEC3d_gp5ufTgZ4p_qDXA,直播精彩全文_「AI时代，如何不FOMO地高效获取AI行业信息」,20260209,周一,微信-hanniman,PA-日周++,260214周,
https://mp.weixin.qq.com/s/HIX7YiLRFTwhjk6mCzxcDA,中国也有了世界第一的模型，他的名字，叫Seedance 2.0。,20260211,周三,微信-数字生命卡兹克,PA-日周++,260214周,
https://mp.weixin.qq.com/s/scV1mnsNXbUvmJaR7q-SvQ,AI视频的胜负手，a16z刚刚说清楚了：未来只拼“隐形后期团队”,20260210,周二,微信-硅基观察Pro,PB-普,260214周,
https://mp.weixin.qq.com/s/Kr8D23F4Z5O7oWzecmoxMw,（行业结构迎来巨变：AIGC进入“青年时代”）,20260212,\,微信X失效,PB-普,260214周,未提取日期
https://mp.weixin.qq.com/s/Okbddm3qCqAJY-ML6iV_WA,Seedance 2.0发布，股价暴涨20%！但赢家却藏在看不见的地方,20260211,周三,微信-全球风口,PB-普,260214周,
https://mp.weixin.qq.com/s/7JnOEtC4OGV_B1zL7suxsw,刚刚，Anthropic 53页绝密报告曝光：Claude自我逃逸，将引爆全球灾难！,20260212,周四,微信-新智元,PA-日周++,260214周,
https://www-cdn.anthropic.com/f21d93f21602ead5cdbecb8c8e1c765759d9e232.pdf,（在线PDF报告）,20260213,\,,PA-日周++,260214周,未提取来源信息
https://mp.weixin.qq.com/s/SPGDw3SGK_ZkNll7ISkxdA,AI的春节档,20260213,周五,微信-caoz的梦呓,PA-日周++,260214周,
https://mp.weixin.qq.com/s/_KPEDIiV6AbSHhjd08nl3Q,Atom Capital：关于AI，我们的几个非共识判断,20260212,周四,微信-Atom Capital,PA-日周++,260214周,
https://mp.weixin.qq.com/s/kjKw6AUb2xrHnRJNlZ4wAA,GLM-5 必涨价｜AI 时代的 9 个反共识,20260212,周四,微信-赛博禅心,PA-日周++,260214周,
https://t.zsxq.com/Lchmx,新的定价权在哪里？_20260211,20260211,周三,星球-AI产品经理大本营,PB-普,260214周,
https://mp.weixin.qq.com/s/Un9kQLmSDGbyMhqGIj7zNw,演讲 | 强化学习之父 Sutton 隔空回应 Hinton：目前的 AI “理解不足，调参有余”,20260213,周五,微信-AI科技大本营,PB-普,260214周,
https://mp.weixin.qq.com/s/YQ0TvD7N9mfLsBDfPPfPhA,两周、500名付费用户深度调研，我们发现了 AI 产品付费背后的「新雇佣逻辑」,20260211,周三,微信-Founder Park,PB-普,260214周,
https://mp.weixin.qq.com/s/OUijwmDj9SqPCqtMKPDhxw,培养独特创造者——AI 越发强大后，我在守护的微光,20260208,周日,微信-南瓜博士,PB-普,260214周,
https://t.zsxq.com/vu9X4,AI日报志愿者的收获价值和申请流程_20250803,20250803,周日,星球-AI产品经理大本营,PB-普,260214周,
https://mp.weixin.qq.com/s/vyJ2HkX-9yELnTE4ZNkH9w,深度 | AI领域10个非共识认知（8000字长文，90分钟直播回放）,20231201,周五,微信-hanniman,PB-普,260214周,
https://mp.weixin.qq.com/s?__biz=MzcxMDA5NTI0OA==&mid=2247484546&idx=1&sn=e11ebb30cd6d9e3a6603d3c2dea97d41,a16z联合创始人：真正的 AI 浪潮还没开始丨Lenny's Podcast,20260130,周五,微信-晚点再听LaterCast,PB-普,260214周,
https://mp.weixin.qq.com/s/6rkmwZPjJDSG9deo82ensg,硬件版 OpenClaw 创始人叶天奇：基于第一性原理，Agent 为什么必须拥有专用硬件？,20260208,周日,微信-AI洞见研究院,PA-日周++,260214周,
https://www.xiaohongshu.com/discovery/item/6986a459000000000903aaf5?source=webshare&xhsshare=pc_web&xsec_token=ABIpnq-yk3arBy1M7_6mmtyU0ofkzH8dMwLashBxmxYiQ=&xsec_source=pc_share,（AI短片「婚姻有效期」（7分26秒））,20260212,\,APP-小红书,PA-日周++,260214周,需要登录或无法访问
https://www.xiaohongshu.com/discovery/item/697ac0840000000022022849?source=webshare&xhsshare=pc_web&xsec_token=ABW5kaES6ttUnqW9FJgY1yO_NgUIBRMobauZMBT2dlgIE=&xsec_source=pc_share,（AI视频：那一年的年味，比现在浓（1分36秒））,20260208,\,APP-小红书,PB-普,260214周,需要登录或无法访问
https://www.xiaohongshu.com/discovery/item/69831916000000001a034a16?source=webshare&xhsshare=pc_web&xsec_token=ABtL1UwCjQCx_7tr-EHIqsz7kbAlm_ENjxTcZb-kWfOLY=&xsec_source=pc_share,（虚拟偶像 Yuri尤栗的最新MV 「AI的原点」（by 汗青工作室，「中关村对话·AI迎春夜」主题曲）（3分3秒））,20260210,\,APP-小红书,PB-普,260214周,需要登录或无法访问
