序号,URL,链接文字,是否重要,周报时间
1,https://t.zsxq.com/xQTcd,AI 2.5时代，带来新的 big 机会,是,260214周
2,https://mp.weixin.qq.com/s/euq7BYJTMVU7QdpwRC_eKw,2026年最值钱的个人资产：不是房不是股，而是你的「认知供应链」,是,260214周
3,https://mp.weixin.qq.com/s/9MKq3jRNsorCVnA6vWQIDg,闭门共识之外的判断：Clawdbot 不是一个产品，而是下一代软件形态,是,260214周
4,https://mp.weixin.qq.com/s/cu9zHEkhsLZ7AxPUrUOFcw,王慧文又发英雄帖,否,260214周
5,https://mp.weixin.qq.com/s/Smu8m4Xn0GXL_RaVrev7LA,不行的还是不行,否,260214周
6,https://mp.weixin.qq.com/s/cJBh80KbpakKN0f5qkSX6Q,Claude Code和OpenClaw有什么区别？不就是用IM给Claude Code发信息吗？,否,260214周
7,https://mp.weixin.qq.com/s/bI8xqK5QLBorA-Dob0xRSw,用了两周OpenClaw后，决定今年不招人类员工了,否,260214周
8,https://mp.weixin.qq.com/s/_eNF9oYFDFqUEOEzw0qsGg,深度讨论 OpenClaw：高价值 Agent 解锁 10x Token 消耗，Anthropic 超越微软之路开启,是,260214周
9,https://mp.weixin.qq.com/s/yDqWga_GX3R2K6Pz5RabAQ,Anthropic CPO：Anthropic产品代码已100%由Claude编写，开发瓶颈转移至审查、集成,是,260214周
10,https://mp.weixin.qq.com/s/PH6eUFfuqlhiQb47g67LYA,王兴兴最新访谈,是,260214周
11,https://mp.weixin.qq.com/s/cX3bYrI9Sq7sOJj0E6V9IQ,旧世界已死，新世界操作系统正在浮现,是,260214周
12,https://mp.weixin.qq.com/s/YU73KVWQWoBDL_l0KnDTXA,深度|关于AIGC商业化的13个非共识认知（8000字长文）,否,260214周
13,https://mp.weixin.qq.com/s/I95PLtsvSpaZc3OnoxfYiw,《金刚经》的智慧，在 AI 时代，有了新的应用场景（阐释）,是,260214周
14,https://mp.weixin.qq.com/s/WwZsAoozHNYj0B0WmM41iQ,“（LLM产品）评估”背后，再深一层和两层的关键能力，到底是什么,否,260214周
15,https://mp.weixin.qq.com/s/mvM7C6GEFAF9NyALl8IV6Q,也许AI在智能“深度”上，已能做到95分位了，而不仅是常规“以为”的7、80分位,否,260214周
16,https://mp.weixin.qq.com/s/fTHbpctWupKohJzEEn-fbg,OpenClaw 爆火的真正意义：AI 正在从工具，逐渐演化为产业主体,是,260214周
17,https://mp.weixin.qq.com/s/n-uhHp3iGLbTqvPL4E41kg,AI 越来越聪明，那学习提示词不是“浪费时间”吗？,是,260214周
18,https://mp.weixin.qq.com/s/G_9AqEeWcXuGxqs9VxL_GA,AI产品经理的3个新增核心技能点,否,260214周
19,https://mp.weixin.qq.com/s/eBEC3d_gp5ufTgZ4p_qDXA,AI时代，如何不FOMO地高效获取AI行业信息,是,260214周
20,https://mp.weixin.qq.com/s/HIX7YiLRFTwhjk6mCzxcDA,Seedance 2.0 爆火：AI 觉醒导演思维，影视工业化被重构,是,260214周
21,https://mp.weixin.qq.com/s/scV1mnsNXbUvmJaR7q-SvQ,视频供给爆发，但真正的瓶颈，始终在“剪辑层”,否,260214周
22,https://mp.weixin.qq.com/s/Kr8D23F4Z5O7oWzecmoxMw,行业结构迎来巨变：AIGC进入“青年时代”,否,260214周
23,https://mp.weixin.qq.com/s/Okbddm3qCqAJY-ML6iV_WA,Seedance 等AI视频工具，会严重冲击现有的短剧、短视频从业人员；更关键的是，“流量平台的分发能力”将成为核心竞争力,否,260214周
24,https://mp.weixin.qq.com/s/7JnOEtC4OGV_B1zL7suxsw,Anthropic发出最强预警：Claude模型已逼近ALS-4级风险，如果它自我逃逸（出实验室），将造成全球失控,是,260214周
25,https://www-cdn.anthropic.com/f21d93f21602ead5cdbecb8c8e1c765759d9e232.pdf,在线PDF报告,是,260214周
26,https://mp.weixin.qq.com/s/SPGDw3SGK_ZkNll7ISkxdA,26年token涨价的逻辑和影响,是,260214周
27,https://mp.weixin.qq.com/s/_KPEDIiV6AbSHhjd08nl3Q,Atom Capital：关于AI，我们的几个非共识判断,是,260214周
28,https://mp.weixin.qq.com/s/kjKw6AUb2xrHnRJNlZ4wAA,AI时代的反共识,是,260214周
29,https://t.zsxq.com/Lchmx,新的定价权在哪里？,否,260214周
30,https://mp.weixin.qq.com/s/Un9kQLmSDGbyMhqGIj7zNw,Rich Sutton：当前 AI 只是“脆弱心智”，未来格局是“经验驱动的设计”,否,260214周
31,https://mp.weixin.qq.com/s/YQ0TvD7N9mfLsBDfPPfPhA,AI 产品的真实商业逻辑：付费的本质不是订阅，而是“雇佣”,否,260214周
32,https://mp.weixin.qq.com/s/OUijwmDj9SqPCqtMKPDhxw,AI 时代教育的核心命题：如何避免被“平均值 AI”抹平,否,260214周
33,https://t.zsxq.com/vu9X4,https://t.zsxq.com/vu9X4,否,260214周
34,https://mp.weixin.qq.com/s/vyJ2HkX-9yELnTE4ZNkH9w,深度 | AI领域10个非共识认知（8000字长文，90分钟直播回放）,否,260214周
35,https://mp.weixin.qq.com/s/StXBV1Q3sYyZxnVX_HfVIw,a16z联创 Marc Andreessen：真正的 AI 浪潮还没开始,否,260214周
36,https://mp.weixin.qq.com/s/6rkmwZPjJDSG9deo82ensg,基于第一性原理，Agent 为什么必须拥有专用硬件？,是,260214周
37,https://www.xiaohongshu.com/discovery/item/6986a459000000000903aaf5?source=webshare&xhsshare=pc_web&xsec_token=ABIpnq-yk3arBy1M7_6mmtyU0ofkzH8dMwLashBxmxYiQ=&xsec_source=pc_share,AI短片「婚姻有效期」（7分26秒）,是,260214周
38,https://www.xiaohongshu.com/discovery/item/697ac0840000000022022849?source=webshare&xhsshare=pc_web&xsec_token=ABW5kaES6ttUnqW9FJgY1yO_NgUIBRMobauZMBT2dlgIE=&xsec_source=pc_share,AI视频：那一年的年味，比现在浓（1分36秒）,否,260214周
39,https://www.xiaohongshu.com/discovery/item/69831916000000001a034a16?source=webshare&xhsshare=pc_web&xsec_token=ABtL1UwCjQCx_7tr-EHIqsz7kbAlm_ENjxTcZb-kWfOLY=&xsec_source=pc_share,虚拟偶像 Yuri尤栗的最新MV 「AI的原点」（by 汗青工作室，「中关村对话·AI迎春夜」主题曲）（3分3秒）,否,260214周
