链接,标题,日期,星期,来源,精选合集,周报时间,异常信息
https://t.zsxq.com/D0LvN,近期接触到的5个AI认知点_20260205,20260205,周四,星球-AI产品经理大本营,PA-周++,260207周,
https://t.zsxq.com/O7zhE,AI工具商业化落地的思路和坑_20260204,20260204,周三,星球-AI产品经理大本营,PA-周++,260207周,
https://mp.weixin.qq.com/s/DmHAClJSXHHDhq_t3dDnnQ,中科院博士、智驾领军人物余轶南押注消费级具身智能，一年内让机器狗走入千家万户！,20260203,周二,微信-混沌学园,PA-日周++,260207周,
https://mp.weixin.qq.com/s/FeFPDLYwQedtE9tEIjuKPA,品味 + 工程思维：AI 时代最难被替代的两件事,20260204,周三,微信-宝玉AI,PA-日周++,260207周,
https://mp.weixin.qq.com/s/WwZsAoozHNYj0B0WmM41iQ,“（LLM产品）评估”背后，再深一层和两层的关键能力，到底是什么,20250107,周二,微信-hanniman,PR_引用,260207周,
https://mp.weixin.qq.com/s/2V1d1IHV8Xvc-Px5D0K8xA,对话赵君：每周工作5小时，实现自动盈利，独立开发者“不内卷”出海心法,20260204,周三,微信-MindCode,PA-日周++,260207周,
https://mp.weixin.qq.com/s/k7RQk06fVDss7n8maKQ9EA,不是 AI，是代码，才是这个时代普通人的最大杠杆,20260201,周日,微信-琢磨事,PA-日周++,260207周,
https://mp.weixin.qq.com/s/hc6KJtt8Xi-0YWDVhzTMkQ,世界上没有一款产品仅靠 AI，就突然变得独特了 | 对话 flomo 少楠,20260203,周二,微信-AI闹,PB-普,260207周,
https://t.zsxq.com/scqSd,重要_AI能帮助更多人提升到「心」的维度_20260129,20260129,周四,星球-AI产品经理大本营,PA-周++,260207周,
https://mp.weixin.qq.com/s/m3krSo6t5eyeFLv5Lfw5JA,奥特曼最新座谈：注意力，是这个世界最后的稀缺品,20260201,周日,微信-刘润,PB-普,260207周,
https://mp.weixin.qq.com/s/qGGqt2QQXEkI2YANITn5qQ,十年硬件创业者深度解析：Plaud之外，我还期待怎样的AI硬件？,20260203,周二,微信-四木相对论,PB-普,260207周,
https://mp.weixin.qq.com/s/68JeyFgW0yYPW8mJRuU_Tg,深度｜MongoDB CEO：平台化才是企业软件唯一的护城河，单点工具必将被AI颠覆,20260205,周四,微信-Z Potentials,PB-普,260207周,
https://t.zsxq.com/sJJoa,产研不创造壁垒，产研创造利润,20230911,周一,星球-AI产品经理大本营,PR_引用,260207周,
https://mp.weixin.qq.com/s/uTaIcAP6SA5TTwCMeP5NUg,AI大家说 | 智能硬件创业：投资人眼中的机会、挑战与制胜之道,20260202,周一,微信-红杉汇,PB-普,260207周,
https://mp.weixin.qq.com/s/QbqZl5Sc7T8O1icf1lHpEg,明浩：同一代技术，两个系统，181页PPT全记录AI行业的2025,20260130,周五,微信-赛博禅心,PB-普,260207周,
https://mp.weixin.qq.com/s/Fq0LvNguHJCTrHitemzhqQ,反过来想，总是反过来想。| MindCode周报 No.59,20260202,周一,微信-MindCode,PB-普,260207周,
https://mp.weixin.qq.com/s/ssI9McWWW_ho49E4uW2vXA,万字拆解：Manus 的 PMF 到底是什么，以及谁在为它一直买单？,20260130,周五,微信-Founder Park,PB-普,260207周,
https://mp.weixin.qq.com/s/o8NnHGxzurBmBjmJ4Z_3Fw,上周，我参加了一次提示词 PK 赛,20260130,周五,微信-产品犬舍,PB-普,260207周,
https://mp.weixin.qq.com/s/Vf1vJgut_fO_30jf7zKJnA,【访谈对话】马斯克三小时访谈实录：36 个月后，太空是训练和运行 AI 最便宜的地方,20260206,周五,微信-宝玉AI,PB-普,260207周,
https://mp.weixin.qq.com/s/T6kJehrZ78cOhmjD73bhvQ,一夜暴跌20%！但谷歌Genie3再厉害，也颠覆不了这两个行业,20260203,周二,微信-全球风口,PB-普,260207周,
https://mp.weixin.qq.com/s/mZYFRh5pJuIpi5flYZctHA,拓竹的 3D 打印机，让我想起了珍妮纺织机、缝纫机，以及被错过的“下一个大疆”,20260202,周一,微信-有新Newin,PB-普,260207周,
https://www.xiaohongshu.com/discovery/item/6981f9a8000000001a0347d3?source=webshare&xhsshare=pc_web&xsec_token=ABs6SyG_-Wzpcu4QSrJyyhyMZgryD66WtoWpv72WTV_Jk=&xsec_source=pc_share,（AI动画：梵高生平里的珍宝（5分25秒））,20260204,\,APP-小红书,PB-普,260207周,需要登录或无法访问
https://www.xiaohongshu.com/discovery/item/69859406000000001a0214cc?source=webshare&xhsshare=pc_web&xsec_token=ABk_NIy8-Yokq9DpQqtvgiEZFv-Vv1Kr_AqSy1ethp7xU=&xsec_source=pc_share,（AI视频：AliExpress米兰冬奥会品牌片（3分11秒））,20260207,\,APP-小红书,PB-普,260207周,需要登录或无法访问
https://www.xiaohongshu.com/discovery/item/698060a9000000000b012b04?source=webshare&xhsshare=pc_web&xsec_token=ABquOuIZ9Tb_55_-zGukv6zYZ9Qz470ZDSDzb6x0tPTuc=&xsec_source=pc_share,（趣丸首部AI全流程创作的大电影「心火」（11分57秒））,20260206,\,APP-小红书,PB-普,260207周,需要登录或无法访问
https://mp.weixin.qq.com/s/vHuT0TfEUNIRVd4pqF0EKw,半小时做完一集工业级漫剧，360 的 AI 工具正在改写漫剧生态,20260206,周五,微信-特工宇宙,PB-普,260207周,
https://www.xiaohongshu.com/discovery/item/697f2822000000001a030ddb?source=webshare&xhsshare=pc_web&xsec_token=AB_0MbVL_fTbzMVOY1cuffXDw7KVjFU9yQbSAes1FAevg=&xsec_source=pc_share,（AI动画短片：神奇动物在霍格沃茨（2分10秒））,20260202,\,APP-小红书,PB-普,260207周,需要登录或无法访问
https://mp.weixin.qq.com/s/yOmOq7kVY10Ef_gPYaUkeA,让 AI 视频学会配音，学术界花了十年｜Vidu Q3 发布的背后,20260203,周二,微信-赛博禅心,PB-普,260207周,
https://www.vidu.cn/,（体验地址）,20260205,\,,PB-普,260207周,未提取来源信息
https://mp.weixin.qq.com/s/95PpOLsq3fXOehJLRzsxjA,"周末, 我 vibe 了一个人人能接的互怼版 Moltbook",20260202,周一,微信-Tao写字的地方,PB-普,260207周,
https://book.second.me/,SecondmeBook - AI Agent 的社交网络,20260203,\,,PB-普,260207周,未提取来源信息
https://develop.second.me/,SecondMe Developer Platform,20260203,\,,PB-普,260207周,未提取来源信息
https://mp.weixin.qq.com/s/feZL2LQQC63eNferzOqtkg,读了70篇测评后，我写了这份全网最详细的 OpenClaw 使用指引,20260206,周五,微信-懂点儿AI,PA-日周++,260207周,
https://teamoteam.com/t?a=clawdbot&e=c&i=570e884f,Clawdbot - Teamo,20260207,\,,PB-普,260207周,未提取来源信息
https://mp.weixin.qq.com/s/oaE-__gKDQdNzUdKSYdJhA,推荐我日常高频使用的8个Skills，产出效率翻一倍,20260130,周五,微信-AI编程实验室,PB-普,260207周,
https://github.com/OthmanAdi/planning-with-files,GitHub - OthmanAdi/planning-with-files: Claude Code skill implementing Manus-style persistent markdown planning — the workflow pattern behind the $2B acquisition. · GitHub,20260201,\,Web-GitHub,PB-普,260207周,未提取日期
https://github.com/obra/superpowers,GitHub - obra/superpowers: An agentic skills framework & software development methodology that works. · GitHub,20260201,\,Web-GitHub,PB-普,260207周,未提取日期
https://github.com/anthropics/skills,GitHub - anthropics/skills: Public repository for Agent Skills · GitHub,20260201,\,Web-GitHub,PB-普,260207周,未提取日期
https://github.com/PleasePrompto/notebooklm-skill,"GitHub - PleasePrompto/notebooklm-skill: Use this skill to enable Claude Code to communicate directly with your Google NotebookLM notebooks. Query your uploaded documents and get source-grounded, citation-backed answers from Gemini. Features browser automation, library management, persistent authentication, and answers exclusively from your own knowledge base. · GitHub",20260201,\,Web-GitHub,PB-普,260207周,未提取日期
https://github.com/kepano/obsidian-skills,"GitHub - kepano/obsidian-skills: Agent skills for Obsidian. Teach your agent to use Markdown, Bases, JSON Canvas, and use the CLI. · GitHub",20260201,\,Web-GitHub,PB-普,260207周,未提取日期
