链接,标题,日期,星期,来源,精选合集,周报时间,异常信息
https://t.zsxq.com/bKdCu,重要_泡沫怎么来的 and 会怎么破灭_20251013,20251013,周一,星球-AI产品经理大本营,PA-周++,251018周,
https://mp.weixin.qq.com/s/3IWt_hYRIDbV9qVHcfKUqg,Z Potentials｜前百度IDL高级科学家、地平线智驾总裁，维他动力创始人余轶南“逆行”杀入家庭场景，打响具身智能奇袭战,20251017,周五,微信-Z Potentials,PA-日周++,251018周,
https://mp.weixin.qq.com/s/XcHpnzROvGSvM3BfoWJTPg,AI寒冬要来了？Sam Altman正在玩一场史诗级赌博 ｜ MindCode 周报,20251011,周六,微信-MindCode,PA-日周++,251018周,
https://mp.weixin.qq.com/s/MnbzRNw337298I1Cxx7soQ,亲身参与了SF Tech Week，我带回30个关于AI、资本和未来的takeaways,20251014,周二,微信-技术加速流,PA-日周++,251018周,
https://mp.weixin.qq.com/s/5ES6-a_9mTnkD-8aqQQEHg,SF TechWeek感想：南湾宅男的进城修炼,20251014,周二,微信-郎瀚威 Will,PB-普,251018周,
https://mp.weixin.qq.com/s/JdPzCCURxKfP7a0Uq9V5DQ,黄仁勋对话红杉美国：100 万倍的投资回报，以及 AI 工厂的资本逻辑,20251016,周四,微信-有新Newin,PB-普,251018周,
https://mp.weixin.qq.com/s/MYoa7XC1xRuWjpGY1An3dw,长文更新 | 做AI产品2年多总结出来的25条核心认知,20251009,周四,微信-Kenny 肯尼,PB-普,251018周,
https://mp.weixin.qq.com/s/LOytr9pqt0iM_dhQ-fzi_A,LLM将是又一个“惨痛教训”？强化学习之父Sutton再放炮：万亿美金AI泡沫可能破裂,20251011,周六,微信-AI寒武纪,PB-普,251018周,
https://mp.weixin.qq.com/s/Z7G6f4QJ0XCzzXCreGT84g,Palantir 创始工程师深度分享：FDE 模式是 Agent 时代的 PMF 范式,20251014,周二,微信-海外独角兽,PB-普,251018周,
https://mp.weixin.qq.com/s/4DS-0ruKgnbwOUrMLzBi_w,为什么 OpenAI 们都要搞 AI 基建？Groq 创始人把背后的逻辑讲透了,20251010,周五,微信-Founder Park,PB-普,251018周,
https://mp.weixin.qq.com/s/FSe_QGVtsMidvWKuuryrKw,喝点VC｜a16z合伙人最新文章：AI资本投入加速，对于寻求创新与构建的创始人来说机会从未如此之大,20251010,周五,微信-Z Potentials,PB-普,251018周,
https://mp.weixin.qq.com/s/u_qb817vU_esWJnqPMUetg,“被投资人怒怼30分钟后，我更确定中国To B的答案” | 甲子光年,20251014,周二,微信-甲子光年,PB-普,251018周,
https://mp.weixin.qq.com/s/7mf8gDag4O6Wgc5kIPpg0A,黄仁勋狂赌万亿算力，但更要警惕AI革命滑向一场新危机！,20251001,周三,微信-全球风口,PB-普,251018周,
https://mp.weixin.qq.com/s/xGzcnQSryIOf4uS0sWamfw,机器人教父发出大警告，这些全都是泡沫！但真正缺的居然是这个！,20251002,周四,微信-全球风口,PB-普,251018周,
https://mp.weixin.qq.com/s/rBpXb_48oEQIBTqHW_HxmA,美国AI军工公司融资超60亿美元，但更危险的是这个趋势！,20251008,周三,微信-全球风口,PB-普,251018周,
https://mp.weixin.qq.com/s/MM4qMZP8qtVjnUTBJdjeJA,AI时代创业的大机会,20250928,周日,微信-全球风口,PB-普,251018周,
https://mp.weixin.qq.com/s/8qlCQd6JUyr2pbASn53VpQ,OpenAI的Sora2火了！​​APP冲上榜首，但为啥说是战略失误？,20251006,周一,微信-全球风口,PB-普,251018周,
