链接,标题,日期,星期,来源,精选合集,周报时间,异常信息
https://mp.weixin.qq.com/s/2tM5kJVrV4kUE50h43n6Dg,Anthropic CEO两万字长文：2027，人类命运的十字路口,20260127,周二,微信-新智元,PA-日周++,260131周,
https://t.zsxq.com/AQY4o,近期接触到的8个AI认知点_20260127,20260127,周二,星球-AI产品经理大本营,PB-普,260131周,
https://mp.weixin.qq.com/s/xfOTxAXYbU1fnLPd7a10Wg,前特斯拉 AI 总监：AI 编程最大的谎言，是 “提效”,20260129,周四,微信-程序员鱼皮,PB-普,260131周,
https://mp.weixin.qq.com/s/rFbRnbK1WJXZr10sqUgcoQ,AI水平2025其实就已经超过人类,20260126,周一,微信-琢磨事,PB-普,260131周,
https://mp.weixin.qq.com/s/RDByE5nr0xwYBmNpvIbf1g,在OpenAI“创新已经变得困难”！离职高管深喉爆料,20260123,周五,微信-智东西,PB-普,260131周,
https://mp.weixin.qq.com/s/XUWKsgLH7qhnilPpI31Yrw,为什么 Palantir 模式在中国难以复制,20260128,周三,微信-凯哥探数,PB-普,260131周,
https://mp.weixin.qq.com/s/g1buBpdV92gorutbtMnrDQ,2026 年的 Coding 时刻是 Excel,20260126,周一,微信-海外独角兽,PB-普,260131周,
https://mp.weixin.qq.com/s/9F7XwoOMaAZkvj8gU4RJ9Q,“Skills 不就是脚本套个壳吗？我十几年前就玩 AutoIt 了”,20260126,周一,微信-宝玉AI,PB-普,260131周,
https://mp.weixin.qq.com/s/xSOiJQYagGqaVP5w4pOjzw,深度｜OpenAI产品经理及后训练负责人：决定模型真正聪明程度的不是智能水平，而是它理解你的方式,20260116,周五,微信-Z Potentials,PB-普,260131周,
https://mp.weixin.qq.com/s/KEXlVP5LZQ7qcebS-el0vg,AI 赋能的边界：为什么 AI 对我做产品没有帮助,20260128,周三,微信-产品犬舍,PB-普,260131周,
https://mp.weixin.qq.com/s/qMr9KNEX3KXrFESKDHtRaw,为什么有些人看起来毫不费力却成就很大？｜MindCode周报No.58,20260125,周日,微信-MindCode,PB-普,260131周,
https://mp.weixin.qq.com/s/kpVemDASYpb8jwwfymx4Zw,走一步看一步、两三个月就迷茫一次：字节扣子的两年「创业」,20260125,周日,微信-Founder Park,PB-普,260131周,
https://mp.weixin.qq.com/s/97aeyxRin5OK20rG_-Pn3Q,拒绝DeepSeek的清华学霸，如何拿捏OpenAI的最新大模型？,20260120,周二,微信-智东西,PB-普,260131周,
https://www.bilibili.com/video/BV1darmBcE4A,翁家翌：OpenAI，GPT，强化学习，Infra，后训练，天授，tuixue，开源，CMU，清华｜WhynotTV Podcast #4,20260117,周六,APP-哔哩哔哩,PB-普,260131周,
https://mp.weixin.qq.com/s/YQuwid0AT5XNqxiGugSLoQ,我们真的需要人形机器人吗？,20260127,周二,微信-硅谷101,PB-普,260131周,
https://mp.weixin.qq.com/s/l5X-PtyxhNf4bxQwzJv6RQ,独家｜再访 Vitalik ：拒绝 Crypto 末日剧本，做对抗 AI 极权的最后防线,20260128,周三,微信-链感AI,PB-普,260131周,
https://mp.weixin.qq.com/s/QUYRJ-ctvT5Nm5Mkx9lu7A,老板如何避免“亲自抓细节”的行为成为下属决策能力成长的障碍？,20260123,周五,微信-九章衡言管理咨询,PB-普,260131周,
https://mp.weixin.qq.com/s/-J364luFOHGzxkdWooJmbQ,Sam Altman 与开发者的一小时：GPT-5 搞砸了、招聘放缓、以及 2026 年最担心的事,20260127,周二,微信-宝玉AI,PB-普,260131周,
https://mp.weixin.qq.com/s/8wc7CU5ceiY7DaMoqGq36w,微软CEO纳德拉：掌握“模型编排”能力，才能在AI时代建立护城河｜甲子发现,20260121,周三,微信-甲子发现,PB-普,260131周,
https://mp.weixin.qq.com/s/oDs92RF_XGZ1gAJY8J7G7Q,喝点VC｜a16z掌门人谈AI投资：我们正迎来史无前例的多重赢家时代,20260129,周四,微信-Z Potentials,PB-普,260131周,
https://www.xiaohongshu.com/discovery/item/697722ff000000000b0098d0?source=webshare&xhsshare=pc_web&xsec_token=ABgkS6fXmKXYYXFviksj0MzaKmx0nRcQNUy1sPQDEoE4U=&xsec_source=pc_share,（AI叙事类短片「沈园一梦」（5分2秒））,20260128,\,APP-小红书,PB-普,260131周,需要登录或无法访问
https://www.xiaohongshu.com/discovery/item/697360010000000022009bdc?source=webshare&xhsshare=pc_web&xsec_token=AB2q3EtKNMRn6WCGMpFuoSQTRJtRp_V_9ew6bHzVO1Qwo=&xsec_source=pc_share,（AI短片「欢迎光临」（2分48秒，腾讯AIGC短片大赛获奖作品））,20260126,\,APP-小红书,PB-普,260131周,需要登录或无法访问
https://www.xiaohongshu.com/discovery/item/690dd207000000000301d7f7?source=webshare&xhsshare=pc_web&xsec_token=ABQW2lo7b4bv55Ugdg-FBsyVTCTHmHWyf0KA7beogFv4E=&xsec_source=pc_share,（链接）,20260126,\,APP-小红书,PB-普,260131周,需要登录或无法访问
https://www.xiaohongshu.com/discovery/item/6978a1fb00000000220390e6?source=webshare&xhsshare=pc_web&xsec_token=ABZDwg3UtKdySyi-GKZ3hqBgFq29PBfqYxz6L_TbHyq7U=&xsec_source=pc_share,（AI中式美学短片「心中的江湖」（43秒））,20260130,\,APP-小红书,PB-普,260131周,需要登录或无法访问
https://www.xiaohongshu.com/discovery/item/696f63fa000000000a03d9ca?source=webshare&xhsshare=pc_web&xsec_token=AB74RWnJfpZPve7Hd4vtxEnJ7EWCZ0MaregVY8t4uXYwM=&xsec_source=pc_share,（AI广告「内蒙专供牛奶」（30秒））,20260125,\,APP-小红书,PB-普,260131周,需要登录或无法访问
